angDist_1,_RAJ2000_1,_DEJ2000_1,KIC_1,Kpmag_1,Q_1,Teff_1,E_Teff_1,e_Teff_1a,logg_1,E_logg_1,e_logg_1a,Mass_1,E_Mass_1,e_Mass_1a,Prot_1,E_Prot_1,Sph_1,E_Sph_1,Fl1_1,DMK_1,Fl2_1,Fl3_1,Fl4_1,Fl5_1,M17_1,Simbad_1,_RA_1,_DE_1,_RAJ2000_1a,_DEJ2000_1a,LAMOST,rmag,imag,zmag,SpT_1,Var,K,m_LAMOST,EWHa,ActHa,EWHb,ActHb,EWHg,ActHg,EWHd,ActHd,EWCaH,ActCaH,EWCaK,ActCaK,EWCa84,ActCa84,EWCa85,ActCa85,EWCa86,ActCa86,EWHeI,ActHeI,_RA_1a,_DE_1a,angDist_2,_RAJ2000_2,_DEJ2000_2,KIC_2,Kpmag_2,Q_2,Teff_2,E_Teff_2,e_Teff_2a,logg_2,E_logg_2,e_logg_2a,Mass_2,E_Mass_2,e_Mass_2a,Prot_2,E_Prot_2,Sph_2,E_Sph_2,Fl1_2,DMK_2,Fl2_2,Fl3_2,Fl4_2,Fl5_2,M17_2,Simbad_2,_RA_2,_DE_2,_RAJ2000_2a,_DEJ2000_2a,OT,Name,RAJ2000,DEJ2000,CaH2,CaH3,TiO5,SNR,SpT_2,Gmag,Ksmag,W2mag,E(B-V),Dist,RVel,[M/H],Cl,MCat,Gaia,WISEA,2M,Separation
0.088495,290.71216,47.4877011,10336624,12.707," 0-17",3506,70,84,4.888,0.06,0.066,0.403,0.051,0.083,33.52,3.86,1248.8,29.2,,,,,,0,M17,Simbad,290.71216,47.4877,290.712125,47.4876944,J192250.91+472915.7,,,,M1,,1,2,-0.17,N,-0.056,N,-0.041,N,-0.326,N,-1.429,N,-3.041,N,-0.418,N,-1.12,N,-0.938,N,-0.215,N,290.71212,47.48769,3.6E-5,290.71216,47.4877011,10336624,12.707," 0-17",3506,70,84,4.888,0.06,0.066,0.403,0.051,0.083,33.52,3.86,1248.8,29.2,,,,,,0,M17,Simbad,290.71216,47.4877,290.71216,47.48770111,D,J192250.91+472915.7,290.71216,47.487701,0.605,0.805,0.646,197.3,dMs1.5,17.331,9.34,9.11,0.03,306,-31,,m,0,Gaia,WISEA,2M,0.0
0.029205,292.73892,47.49073,10341831,14.96," 1-17",3682,58,65,4.786,0.028,0.039,0.512,0.024,0.036,25.76,2.47,934.0,29.8,,,0,0,,0,M17,Simbad,292.73892,47.49073,292.7389167,47.4907222,J193057.34+472926.6,,,,M0,,1,1,-0.118,N,-0.099,N,-0.63,N,-1.086,N,-2.434,N,-2.185,N,-0.352,N,-1.338,N,-1.034,N,-0.278,N,292.73892,47.49072,0.0,292.73892,47.49073,10341831,14.96," 1-17",3682,58,65,4.786,0.028,0.039,0.512,0.024,0.036,25.76,2.47,934.0,29.8,,,0,0,,0,M17,Simbad,292.73892,47.49073,292.73892,47.49073,D,J193057.34+472926.6,292.73892,47.49073,0.71,0.858,0.747,109.1,dMs0.5,14.91,11.791,11.564,0.01,251,,,m,0,Gaia,WISEA,2M,0.0
0.104873,297.45654,47.4381219,10355509,15.606," 1-17",3914,93,105,4.748,0.05,0.05,0.543,0.046,0.061,13.52,1.0,1760.5,81.8,,,0,0,,0,M17,Simbad,297.45654,47.43812,297.4565,47.4381111,J194949.56+472617.2,,,,M0,,0,1,-0.327,N,-0.285,N,-0.123,N,-0.764,N,-3.909,N,-0.99,N,-1.106,N,-1.583,N,-1.32,N,-0.13,N,297.4565,47.43811,1.44E-4,297.45654,47.4381219,10355509,15.606," 1-17",3914,93,105,4.748,0.05,0.05,0.543,0.046,0.061,13.52,1.0,1760.5,81.8,,,0,0,,0,M17,Simbad,297.45654,47.43812,297.45654,47.43812194,D,J194949.56+472617.2,297.45654,47.438122,0.791,0.891,0.841,89.3,dKs7.5,15.52,12.686,12.611,0.03,371,-7,,m,0,Gaia,WISEA,2M,0.0
0.04811,288.36496,39.8293189,4735754,14.28," 1-17",3678,73,80,4.811,0.056,0.032,0.451,0.036,0.048,20.21,1.54,2899.0,87.2,,,0,0,,0,M17,Simbad,288.36496,39.82932,288.3649583,39.8293056,J191327.59+394945.5,,,,M0,,1,1,-0.151,N,-0.055,N,-0.129,N,-0.901,N,-0.976,N,-2.036,N,-0.463,N,-1.382,N,-1.083,N,-0.502,N,288.36496,39.82931,3.6E-5,288.36496,39.8293189,4735754,14.28," 1-17",3678,73,80,4.811,0.056,0.032,0.451,0.036,0.048,20.21,1.54,2899.0,87.2,,,0,0,,0,M17,Simbad,288.36496,39.82932,288.36496,39.82931889,D,J191327.59+394945.5,288.36496,39.829319,0.695,0.849,0.735,262.9,dMs0.5,14.189,11.124,11.016,0.03,152,-22,,m,0,Gaia,WISEA,2M,0.0
0.047968,290.76489,39.8399511,4743351,13.806," 1-17",3917,78,78,4.716,0.042,0.024,0.536,0.039,0.039,13.52,0.91,2680.6,97.7,,,0,0,,0,M17,Simbad,290.76489,39.83995,290.764875,39.8399444,J192303.57+395023.8,,,,M0,,0,1,-0.129,N,0.019,N,0.026,N,-0.993,N,-0.654,N,-1.481,N,-0.493,N,-1.516,N,-1.248,N,-0.037,N,290.76487,39.83994,3.6E-5,290.76489,39.8399511,4743351,13.806," 1-17",3917,78,78,4.716,0.042,0.024,0.536,0.039,0.039,13.52,0.91,2680.6,97.7,,,0,0,,0,M17,Simbad,290.76489,39.83995,290.76489,39.83995111,D,J192303.57+395023.8,290.76489,39.839951,0.813,0.905,0.861,206.8,dKp7.0,13.752,10.925,10.881,0.02,153,2,,m,0,Gaia,WISEA,2M,0.0
0.069326,283.74069,47.5162889,10388286,14.818," 1-17",3669,73,91,4.787,0.054,0.041,0.494,0.039,0.054,36.93,1.43,1963.3,65.2,,,0,0,0,0,M17,Simbad,283.74069,47.51629,283.7406667,47.5162778,J185457.76+473058.6,,,,M1,,1,1,-0.13,N,-0.008,N,0.069,N,-0.861,N,-0.962,N,-1.397,N,-0.383,N,-1.25,N,-0.979,N,-0.324,N,283.74067,47.51628,3.6E-5,283.74069,47.5162889,10388286,14.818," 1-17",3669,73,91,4.787,0.054,0.041,0.494,0.039,0.054,36.93,1.43,1963.3,65.2,,,0,0,0,0,M17,Simbad,283.74069,47.51629,283.74069,47.51628889,D,J185457.76+473058.6,283.74069,47.516289,0.651,0.839,0.689,154.5,dMs1.0,14.789,11.569,11.46,0.01,173,-13,,m,0,Gaia,WISEA,2M,0.0
0.084639,283.84756,47.5156589,10388451,15.929," 1-17",3764,45,51,4.73,0.03,0.015,0.523,0.024,0.022,42.13,3.47,2028.5,49.7,,,0,0,1,0,M17,Simbad,283.84756,47.51566,283.8475417,47.5156389,J185523.41+473056.3,,,,M1,,1,1,-0.293,N,-0.355,N,-0.018,N,-0.624,N,-2.099,N,-1.609,N,-0.518,N,-1.343,N,-1.095,N,-0.166,N,283.84754,47.51564,3.6E-5,283.84756,47.5156589,10388451,15.929," 1-17",3764,45,51,4.73,0.03,0.015,0.523,0.024,0.022,42.13,3.47,2028.5,49.7,,,0,0,1,0,M17,Simbad,283.84756,47.51566,283.84756,47.51565889,D,J185523.41+473056.3,283.84756,47.515659,0.678,0.864,0.678,69.5,dMr0.5,15.909,12.868,12.677,0.02,311,-25,,m,0,Gaia,WISEA,2M,0.0
0.077982,287.56281,47.5786289,10395312,15.907," 1-17",3553,48,53,4.906,0.035,0.042,0.379,0.034,0.046,19.93,1.52,3365.2,110.3,,,0,0,,0,M17,Simbad,287.56281,47.57863,287.5627917,47.5786111,J191015.07+473443.0,,,,M0,,1,1,-0.118,N,-0.131,N,0.761,N,-0.567,N,2.337,N,1.547,N,-0.559,N,-1.232,N,-1.125,N,-0.318,N,287.56279,47.57861,3.6E-5,287.56281,47.5786289,10395312,15.907," 1-17",3553,48,53,4.906,0.035,0.042,0.379,0.034,0.046,19.93,1.52,3365.2,110.3,,,0,0,,0,M17,Simbad,287.56281,47.57863,287.56281,47.57862889,D,J191015.07+473443.0,287.56281,47.578629,0.64,0.823,0.67,80.5,dMs1.0,15.823,12.613,12.457,0.02,290,-14,,m,0,Gaia,WISEA,2M,0.0
0.084757,290.76813,47.5120511,10402088,16.031," 8- 8",3781,76,83,4.756,0.035,0.032,0.516,0.03,0.037,17.84,1.42,663.7,72.5,,,0,0,,0,M17,Simbad,290.76813,47.51205,290.768125,47.5120278,J192304.35+473043.3,,,,M0,,1,1,-0.301,N,-0.03,N,-0.329,N,-0.342,N,-2.462,N,-5.051,N,-0.516,N,-1.396,N,-1.211,N,-0.283,N,290.76812,47.51203,3.6E-5,290.76813,47.5120511,10402088,16.031," 8- 8",3781,76,83,4.756,0.035,0.032,0.516,0.03,0.037,17.84,1.42,663.7,72.5,,,0,0,,0,M17,Simbad,290.76813,47.51205,290.76813,47.51205111,D,J192304.35+473043.3,290.76813,47.512051,0.728,0.875,0.785,86.2,dMp0.0,15.979,12.99,12.809,0.03,310,,,m,0,Gaia,WISEA,2M,0.0
0.041915,297.49268,39.8699111,4770707,14.352," 1-17",3468,45,41,4.938,0.045,0.031,0.313,0.04,0.036,43.02,3.28,2224.3,46.7,,,0,0,,0,M17,Simbad,297.49268,39.86991,297.4926667,39.8699167,J194958.24+395211.7,,,,M1,,1,1,-0.137,N,0.067,N,-1.118,N,-4.368,N,-1.836,N,5.419,N,0.047,N,-1.121,N,-0.905,N,-0.552,N,297.49267,39.86992,0.034719,297.49268,39.8699111,4770707,14.352," 1-17",3468,45,41,4.938,0.045,0.031,0.313,0.04,0.036,43.02,3.28,2224.3,46.7,,,0,0,,0,M17,Simbad,297.49268,39.86991,297.49267,39.86991694,D,J194958.24+395211.7,297.49267,39.869917,0.636,0.838,0.683,36.0,dMp1.5,14.316,11.041,10.814,0.01,91,-24,,m,1,Gaia,WISEA,2M,0.0
0.065651,292.67542,47.5845181,10406791,14.783," 1-17",3746,60,60,4.755,0.039,0.021,0.499,0.027,0.03,31.93,2.26,4724.2,111.9,,,0,0,,0,M17,Simbad,292.67542,47.58452,292.6754167,47.5845,J193042.10+473504.2,,,,M0,,1,1,-0.091,N,0.115,N,0.195,N,-0.714,N,-0.275,N,-1.352,N,-0.495,N,-1.423,N,-1.03,N,-0.404,N,292.67542,47.5845,1.44E-4,292.67542,47.5845181,10406791,14.783," 1-17",3746,60,60,4.755,0.039,0.021,0.499,0.027,0.03,31.93,2.26,4724.2,111.9,,,0,0,,0,M17,Simbad,292.67542,47.58452,292.67542,47.58451806,D,J193042.10+473504.2,292.67542,47.584518,0.707,0.858,0.742,140.7,dMs0.5,14.648,11.62,11.542,0.04,200,-32,,m,0,Gaia,WISEA,2M,0.0
0.093642,294.59683,47.5990031,10411796,12.66," 1-17",3847,121,162,4.714,0.084,0.036,0.548,0.056,0.084,0.73,0.05,10133.6,1555.6,1,,0,0,,2,M17,Simbad,294.59683,47.599,294.5967917,47.599,J193823.23+473556.4,,,,M0,,1,1,1.714,Y,2.097,Y,2.201,Y,1.323,N,6.795,Y,4.879,Y,-0.083,N,-0.781,N,-0.6,N,-0.102,N,294.59679,47.599,1.44E-4,294.59683,47.5990031,10411796,12.66," 1-17",3847,121,162,4.714,0.084,0.036,0.548,0.056,0.084,0.73,0.05,10133.6,1555.6,1,,0,0,,2,M17,Simbad,294.59683,47.599,294.59683,47.59900306,D,J193823.23+473556.4,294.59683,47.599003,0.735,0.859,0.787,270.9,dMp0.0,12.581,9.525,9.041,0.01,110,-2,,m,0,Gaia,WISEA,2M,0.0
0.068511,297.43842,47.5402411,10420508,15.993," 1-17",3498,62,69,4.896,0.05,0.041,0.368,0.047,0.057,34.7,3.42,1337.1,47.4,,,0,0,,0,M17,Simbad,297.43842,47.54024,297.4384167,47.5402222,J194945.22+473224.8,,,,M1,,1,1,-0.74,N,-0.841,N,-1.401,N,-0.985,N,0.63,N,0.096,N,-0.558,N,-0.906,N,-0.909,N,-0.3,N,297.43842,47.54022,3.6E-5,297.43842,47.5402411,10420508,15.993," 1-17",3498,62,69,4.896,0.05,0.041,0.368,0.047,0.057,34.7,3.42,1337.1,47.4,,,0,0,,0,M17,Simbad,297.43842,47.54024,297.43842,47.54024111,D,J194945.22+473224.8,297.43842,47.540241,0.617,0.818,0.651,49.4,dMs1.0,15.93,12.695,12.502,0.02,218,3,,m,0,Gaia,WISEA,2M,0.0
0.114596,286.43732,39.96944,4819766,15.675," 1-17",3635,58,65,4.849,0.04,0.04,0.434,0.032,0.044,11.13,0.75,8497.9,341.2,,,,,,0,M17,Simbad,286.43732,39.96944,286.4372917,39.9694167,J190544.95+395809.9,,,,M0,,1,1,0.866,Y,0.862,N,0.958,N,-0.04,N,1.43,N,0.033,N,-0.382,N,-1.19,N,-0.937,N,-0.192,N,286.43729,39.96942,0.0,286.43732,39.96944,4819766,15.675," 1-17",3635,58,65,4.849,0.04,0.04,0.434,0.032,0.044,11.13,0.75,8497.9,341.2,,,,,,0,M17,Simbad,286.43732,39.96944,286.43732,39.96944,D,J190544.95+395809.9,286.43732,39.96944,0.691,0.84,0.732,86.6,dMs0.5,,,,,,-7,,u,0,Gaia,WISEA,2M,0.0
0.116673,293.56604,39.9565661,4841888,12.334," 0-17",3336,111,81,5.031,0.115,0.115,0.218,0.118,0.064,33.52,2.91,2438.0,63.3,,,0,0,,0,M17,Simbad,293.56604,39.95657,293.566,39.9565556,J193415.84+395723.6,,,,M1,,1,1,-0.161,N,-0.05,N,0.239,N,-0.717,N,-1.271,N,-1.661,N,-0.349,N,-1.228,N,-1.056,N,-0.359,N,293.566,39.95656,3.6E-5,293.56604,39.9565661,4841888,12.334," 0-17",3336,111,81,5.031,0.115,0.115,0.218,0.118,0.064,33.52,2.91,2438.0,63.3,,,0,0,,0,M17,Simbad,293.56604,39.95657,293.56604,39.95656611,D,J193415.84+395723.6,293.56604,39.956566,0.649,0.83,0.689,329.5,dMs1.0,11.896,8.684,8.508,0.0,43,,,m,0,Gaia,WISEA,2M,0.0
0.041265,284.3656,47.65353,10454492,15.118,14-17,3694,116,141,4.686,0.075,0.02,0.567,0.036,0.072,64.75,7.43,3315.7,99.9,,,0,0,,0,M17,Simbad,284.3656,47.65353,284.3655833,47.6535278,J185727.74+473912.7,,,,M3,,1,1,-0.091,N,-0.027,N,0.667,N,-0.684,N,0.726,N,0.044,N,-0.25,N,-0.939,N,-0.924,N,-0.103,N,284.36558,47.65353,0.0,284.3656,47.65353,10454492,15.118,14-17,3694,116,141,4.686,0.075,0.02,0.567,0.036,0.072,64.75,7.43,3315.7,99.9,,,0,0,,0,M17,Simbad,284.3656,47.65353,284.3656,47.65353,D,J185727.74+473912.7,284.3656,47.65353,0.538,0.767,0.576,132.5,dMs2.5,15.098,11.607,11.274,0.0,98,,,m,0,Gaia,WISEA,2M,0.0
0.117902,287.04779,47.6308519,10459632,15.648," 1-17",3439,54,54,4.901,0.054,0.036,0.351,0.046,0.057,23.05,1.55,2826.4,85.9,,,,,,0,M17,Simbad,287.04779,47.63085,287.04775,47.6308333,J190811.46+473751.0,,,,M3,,0,1,-0.053,N,-0.185,N,0.678,N,1.269,N,-3.022,N,-4.069,N,-0.364,N,-1.087,N,-0.927,N,-0.066,N,287.04775,47.63083,1.44E-4,287.04779,47.6308519,10459632,15.648," 1-17",3439,54,54,4.901,0.054,0.036,0.351,0.046,0.057,23.05,1.55,2826.4,85.9,,,,,,0,M17,Simbad,287.04779,47.63085,287.04779,47.63085194,D,J190811.46+473751.0,287.04779,47.630852,0.578,0.8,0.587,118.8,dMr1.5,,,,,,-22,,u,0,Gaia,WISEA,2M,0.0
0.087322,292.41226,47.6015511,10471681,15.479," 1-17",3540,42,47,4.836,0.039,0.025,0.422,0.035,0.035,45.47,4.42,1593.5,36.9,,,0,0,,0,M17,Simbad,292.41226,47.60155,292.41225,47.6015278,J192938.94+473605.5,,,,M1,,1,1,0.416,N,-1.035,N,1.001,N,0.992,N,-6.117,N,2.257,N,-0.63,N,-1.051,N,-1.086,N,-0.199,N,292.41225,47.60153,3.6E-5,292.41226,47.6015511,10471681,15.479," 1-17",3540,42,47,4.836,0.039,0.025,0.422,0.035,0.035,45.47,4.42,1593.5,36.9,,,0,0,,0,M17,Simbad,292.41226,47.60155,292.41226,47.60155111,D,J192938.94+473605.5,292.41226,47.601551,0.632,0.834,0.646,33.3,dMr1.0,15.504,12.09,11.836,0.03,241,-30,,m,0,Gaia,WISEA,2M,0.0
0.071733,283.96869,40.08112,4902806,14.596," 1-16",3521,42,47,4.928,0.036,0.04,0.358,0.033,0.045,38.24,2.98,2350.0,64.1,,,0,0,,0,M17,Simbad,283.96869,40.08112,283.9686667,40.0811111,J185552.48+400452.0,,,,M1,,1,1,-0.148,N,0.257,N,0.769,N,-0.243,N,-4.996,N,-2.701,N,-0.798,N,-1.213,N,-0.958,N,0.036,N,283.96867,40.08111,0.0,283.96869,40.08112,4902806,14.596," 1-16",3521,42,47,4.928,0.036,0.04,0.358,0.033,0.045,38.24,2.98,2350.0,64.1,,,0,0,,0,M17,Simbad,283.96869,40.08112,283.96869,40.08112,D,J185552.48+400452.0,283.96869,40.08112,0.63,0.817,0.646,47.1,dMs1.0,14.48,11.257,11.064,0.02,134,-18,,m,0,Gaia,WISEA,2M,0.0
0.069257,284.86615,40.0250019,4904647,14.02," 1-16",3673,117,147,4.691,0.08,0.02,0.561,0.04,0.069,45.16,4.97,2612.3,70.6,,,0,0,,0,M17,Simbad,284.86615,40.025,284.866125,40.025,J185927.87+400130.0,,,,M3,,1,1,-0.016,N,-0.109,N,0.553,N,0.035,N,-2.098,N,-3.138,N,-0.2,N,-0.862,N,-0.838,N,-0.907,N,284.86612,40.025,1.44E-4,284.86615,40.0250019,4904647,14.02," 1-16",3673,117,147,4.691,0.08,0.02,0.561,0.04,0.069,45.16,4.97,2612.3,70.6,,,0,0,,0,M17,Simbad,284.86615,40.025,284.86615,40.02500194,D,J185927.87+400130.0,284.86615,40.025002,0.551,0.777,0.541,149.1,dMr2.0,13.86,10.389,10.14,0.04,69,-26,,m,0,Gaia,WISEA,2M,0.0
0.116032,286.46454,40.0023989,4908089,14.544," 1-17",3900,117,128,4.727,0.044,0.04,0.555,0.041,0.056,24.04,2.67,472.6,17.4,,,0,0,,0,M17,Simbad,286.46454,40.0024,286.4645,40.0023889,J190551.48+400008.6,,,,M0,,1,1,-0.326,N,-0.096,N,-0.123,N,-0.959,N,-2.082,N,-3.044,N,-0.642,N,-1.589,N,-1.344,N,-0.08,N,286.4645,40.00239,3.6E-5,286.46454,40.0023989,4908089,14.544," 1-17",3900,117,128,4.727,0.044,0.04,0.555,0.041,0.056,24.04,2.67,472.6,17.4,,,0,0,,0,M17,Simbad,286.46454,40.0024,286.46454,40.00239889,D,J190551.48+400008.6,286.46454,40.002399,0.776,0.896,0.826,219.7,dKp7.5,14.399,11.516,11.429,0.04,195,2,,m,0,Gaia,WISEA,2M,0.0
0.118264,297.33228,47.6527481,10485913,13.959," 1-17",4008,139,153,4.658,0.064,0.024,0.593,0.054,0.066,22.91,2.57,333.8,15.7,,,0,0,,0,M17,Simbad,297.33228,47.65275,297.33225,47.6527222,J194919.74+473909.8,,,,M0,,1,1,-0.281,N,-0.395,N,-0.678,N,-0.957,N,-0.879,N,0.292,N,-0.483,N,-1.416,N,-1.132,N,-0.216,N,297.33225,47.65272,1.44E-4,297.33228,47.6527481,10485913,13.959," 1-17",4008,139,153,4.658,0.064,0.024,0.593,0.054,0.066,22.91,2.57,333.8,15.7,,,0,0,,0,M17,Simbad,297.33228,47.65275,297.33228,47.65274806,D,J194919.74+473909.8,297.33228,47.652748,0.755,0.887,0.794,141.1,dMs0.0,13.918,10.896,10.798,0.01,137,-35,,m,0,Gaia,WISEA,2M,0.0
0.089071,298.24838,47.625805,10489175,13.812," 2-17",3663,115,141,4.747,0.105,0.037,0.511,0.055,0.103,36.18,3.27,2333.8,60.9,,,0,0,,0,M17,Simbad,298.24838,47.6258,298.2484167,47.6258056,J195259.62+473732.9,,,,M1,,1,1,-0.126,N,-0.16,N,0.078,N,0.162,N,-2.121,N,-1.129,N,-0.181,N,-1.243,N,-0.768,N,-0.444,N,298.24842,47.62581,0.097134,298.24838,47.625805,10489175,13.812," 2-17",3663,115,141,4.747,0.105,0.037,0.511,0.055,0.103,36.18,3.27,2333.8,60.9,,,0,0,,0,M17,Simbad,298.24838,47.6258,298.24842,47.62580611,D,J195259.62+473732.9,298.24842,47.625806,0.653,0.832,0.687,116.4,dMs1.0,13.133,9.954,9.839,0.01,89,-59,,m,1,Gaia,WISEA,2M,0.0
0.119677,298.25812,47.6049389,10489206,14.752," 1-17",3808,76,84,4.754,0.036,0.036,0.534,0.035,0.042,14.39,1.04,3590.4,139.2,,,0,0,0,0,M17,Simbad,298.25812,47.60494,298.2580833,47.6049167,J195301.94+473617.7,,,,M0,,1,1,0.198,N,0.133,N,0.382,N,0.021,N,-0.985,N,-0.573,N,-0.247,N,-1.361,N,-1.049,N,-0.181,N,298.25808,47.60492,3.6E-5,298.25812,47.6049389,10489206,14.752," 1-17",3808,76,84,4.754,0.036,0.036,0.534,0.035,0.042,14.39,1.04,3590.4,139.2,,,0,0,0,0,M17,Simbad,298.25812,47.60494,298.25812,47.60493889,D,J195301.94+473617.7,298.25812,47.604939,0.71,0.856,0.76,133.9,dMp0.5,14.723,11.677,11.551,0.02,183,-12,,m,0,Gaia,WISEA,2M,0.0
0.091252,298.50357,47.6384889,10490027,15.694," 1-17",3900,116,128,4.727,0.055,0.04,0.555,0.05,0.063,39.04,3.6,1295.4,42.6,,,0,0,,0,M17,Simbad,298.50357,47.63849,298.5035417,47.6384722,J195400.85+473818.5,,,,M0,,1,1,-0.148,N,0.166,N,0.075,N,-1.022,N,-2.213,N,-3.728,N,-0.397,N,-1.412,N,-1.144,N,-0.064,N,298.50354,47.63847,3.6E-5,298.50357,47.6384889,10490027,15.694," 1-17",3900,116,128,4.727,0.055,0.04,0.555,0.05,0.063,39.04,3.6,1295.4,42.6,,,0,0,,0,M17,Simbad,298.50357,47.63849,298.50357,47.63848889,D,J195400.85+473818.5,298.50357,47.638489,0.794,0.901,0.837,101.9,dKs7.5,15.568,12.739,12.585,0.03,315,4,,m,0,Gaia,WISEA,2M,0.0
0.048594,298.94302,47.6441119,10491684,14.376," 1-17",3812,61,61,4.767,0.046,0.028,0.484,0.039,0.032,24.03,2.1,769.5,26.9,,,0,0,,0,M17,Simbad,298.94302,47.64411,298.943,47.6441111,J195546.32+473838.8,,,,M0,,1,1,-0.152,N,0.063,N,-0.137,N,-0.593,N,-2.155,N,-2.528,N,-0.323,N,-1.373,N,-0.874,N,-0.216,N,298.943,47.64411,1.44E-4,298.94302,47.6441119,10491684,14.376," 1-17",3812,61,61,4.767,0.046,0.028,0.484,0.039,0.032,24.03,2.1,769.5,26.9,,,0,0,,0,M17,Simbad,298.94302,47.64411,298.94302,47.64411194,D,J195546.32+473838.8,298.94302,47.644112,0.786,0.898,0.822,137.5,dKp7.5,14.303,11.385,11.292,0.02,161,-39,,m,0,Gaia,WISEA,2M,0.0
0.112191,290.13254,40.0917281,4918333,13.664," 1-17",3870,121,148,4.687,0.075,0.03,0.566,0.052,0.076,19.66,1.44,3635.9,108.4,,,0,0,,0,M17,Simbad,290.13254,40.09173,290.1325,40.0917222,J192031.80+400530.2,,,,M1,,1,2,-0.075,N,0.087,N,0.385,N,-0.504,N,0.305,N,-0.031,N,-0.474,N,-1.313,N,-1.126,N,-0.138,N,290.1325,40.09172,1.44E-4,290.13254,40.0917281,4918333,13.664," 1-17",3870,121,148,4.687,0.075,0.03,0.566,0.052,0.076,19.66,1.44,3635.9,108.4,,,0,0,,0,M17,Simbad,290.13254,40.09173,290.13254,40.09172806,D,J192031.80+400530.2,290.13254,40.091728,0.668,0.842,0.716,205.8,dMs0.5,13.612,10.443,10.309,0.01,102,2,,m,0,Gaia,WISEA,2M,0.0
0.161661,287.34674,47.7729611,10525027,14.22," 1-17",3758,75,85,4.769,0.04,0.04,0.528,0.034,0.046,28.19,2.06,2644.9,67.6,,,0,0,0,0,M17,Simbad,287.34674,47.77296,287.34675,47.7729167,J190923.22+474622.5,14.22,13.54,,M0,,1,1,-0.292,N,-0.082,N,0.102,N,-1.036,N,-1.904,N,-2.269,N,-0.528,N,-1.546,N,-1.259,N,-0.165,N,287.34675,47.77292,0.14499,287.34674,47.7729611,10525027,14.22," 1-17",3758,75,85,4.769,0.04,0.04,0.528,0.034,0.046,28.19,2.06,2644.9,67.6,,,0,0,0,0,M17,Simbad,287.34674,47.77296,287.34678,47.77293111,D,J190923.22+474622.5,287.34678,47.772931,0.771,0.891,0.816,190.4,dKp7.5,14.109,11.175,11.097,0.02,162,-11,,m,0,Gaia,WISEA,2M,0.0
0.111873,287.36404,47.78521,10525049,13.977," 1-17",3872,77,84,4.714,0.027,0.03,0.585,0.028,0.038,30.63,2.31,2393.9,58.6,,,0,0,1,0,M17,Simbad,287.36404,47.78521,287.364,47.7851944,J190927.36+474706.7,,,,M0,,1,1,-0.063,N,0.045,N,-0.919,N,-3.168,N,0.318,N,-11.968,N,-0.611,N,-1.358,N,-1.15,N,-0.163,N,287.364,47.78519,0.0,287.36404,47.78521,10525049,13.977," 1-17",3872,77,84,4.714,0.027,0.03,0.585,0.028,0.038,30.63,2.31,2393.9,58.6,,,0,0,1,0,M17,Simbad,287.36404,47.78521,287.36404,47.78521,D,J190927.36+474706.7,287.36404,47.78521,0.708,0.871,0.759,45.7,dMs0.5,13.868,10.865,10.771,0.02,193,8,,m,0,Gaia,WISEA,2M,0.0
0.133973,293.27884,40.0851711,4929016,13.702," 1-17",4090,123,123,4.642,0.056,0.018,0.611,0.051,0.057,11.69,0.85,17723.2,741.4,,,1,0,,0,M17,Simbad,293.27884,40.08517,293.2787917,40.0851667,J193306.91+400506.6,,,,M0,,1,1,1.388,Y,0.79,N,0.66,N,-0.174,N,1.912,Y,1.319,N,-0.349,N,-1.125,N,-0.89,N,0.15,N,293.27879,40.08517,0.031351,293.27884,40.0851711,4929016,13.702," 1-17",4090,123,123,4.642,0.056,0.018,0.611,0.051,0.057,11.69,0.85,17723.2,741.4,,,1,0,,0,M17,Simbad,293.27884,40.08517,293.27883,40.08516694,D,J193306.91+400506.6,293.27883,40.085167,0.827,0.907,0.855,83.1,dKr7.5,13.737,10.731,10.625,0.03,216,-1,,m,1,Gaia,WISEA,2M,0.0
0.100962,297.80283,47.7435111,10552016,15.859," 4-17",3848,86,86,4.723,0.036,0.024,0.534,0.033,0.033,15.97,1.27,1823.2,78.7,,,0,0,,0,M17,Simbad,297.80283,47.74351,297.8027917,47.7435,J195112.67+474436.6,,,,M0,,1,1,0.178,N,0.534,N,-0.257,N,0.061,N,-1.368,N,18.059,N,-0.439,N,-1.021,N,-1.279,N,0.042,N,297.80279,47.7435,3.6E-5,297.80283,47.7435111,10552016,15.859," 4-17",3848,86,86,4.723,0.036,0.024,0.534,0.033,0.033,15.97,1.27,1823.2,78.7,,,0,0,,0,M17,Simbad,297.80283,47.74351,297.80283,47.74351111,D,J195112.67+474436.6,297.80283,47.743511,0.763,0.882,0.791,47.1,dMs0.0,15.756,12.75,12.679,0.03,358,8,,m,0,Gaia,WISEA,2M,0.0
