angDist_1,_RAJ2000_1,_DEJ2000_1,KIC_1,Kpmag_1,Q_1,Teff_1,E_Teff_1,e_Teff_1a,logg_1,E_logg_1,e_logg_1a,Mass_1,E_Mass_1,e_Mass_1a,Prot_1,E_Prot_1,Sph_1,E_Sph_1,Fl1_1,DMK_1,Fl2_1,Fl3_1,Fl4_1,Fl5_1,M17_1,Simbad_1,_RA_1,_DE_1,_RAJ2000_1a,_DEJ2000_1a,LAMOST,rmag,imag,zmag,SpT_1,Var,K,m_LAMOST,EWHa,ActHa,EWHb,ActHb,EWHg,ActHg,EWHd,ActHd,EWCaH,ActCaH,EWCaK,ActCaK,EWCa84,ActCa84,EWCa85,ActCa85,EWCa86,ActCa86,EWHeI,ActHeI,_RA_1a,_DE_1a,angDist_2,_RAJ2000_2,_DEJ2000_2,KIC_2,Kpmag_2,Q_2,Teff_2,E_Teff_2,e_Teff_2a,logg_2,E_logg_2,e_logg_2a,Mass_2,E_Mass_2,e_Mass_2a,Prot_2,E_Prot_2,Sph_2,E_Sph_2,Fl1_2,DMK_2,Fl2_2,Fl3_2,Fl4_2,Fl5_2,M17_2,Simbad_2,_RA_2,_DE_2,_RAJ2000_2a,_DEJ2000_2a,OT,Name,RAJ2000,DEJ2000,CaH2,CaH3,TiO5,SNR,SpT_2,Gmag,Ksmag,W2mag,E(B-V),Dist,RVel,[M/H],Cl,MCat,Gaia,WISEA,2M,Separation
0.105911,285.28479,49.0010411,11285727,15.294," 1-17",3679,58,58,4.817,0.039,0.032,0.455,0.029,0.036,39.59,2.85,2521.4,65.5,,,0,0,,0,M17,Simbad,285.28479,49.00104,285.28475,49.0010278,J190108.34+490003.7,,,,M0,,1,1,-0.164,N,0.03,N,0.434,N,-0.454,N,-0.696,N,-1.992,N,-0.428,N,-1.394,N,-1.08,N,-0.046,N,285.28475,49.00103,3.6E-5,285.28479,49.0010411,11285727,15.294," 1-17",3679,58,58,4.817,0.039,0.032,0.455,0.029,0.036,39.59,2.85,2521.4,65.5,,,0,0,,0,M17,Simbad,285.28479,49.00104,285.28479,49.00104111,D,J190108.34+490003.7,285.28479,49.001041,0.701,0.866,0.746,133.6,dMs0.5,15.234,12.152,11.989,0.01,232,-29,,m,0,Gaia,WISEA,2M,0.0
0.049314,287.67563,49.0057911,11289422,14.597," 1-17",3900,156,173,4.727,0.091,0.049,0.555,0.061,0.091,16.65,1.83,741.6,31.4,,,,,,0,M17,Simbad,287.67563,49.00579,287.675625,49.0057778,J191042.15+490020.8,,,,M0,,0,1,-0.205,N,-0.166,N,-0.043,N,-1.041,N,-1.79,N,-2.099,N,-0.555,N,-1.549,N,-1.254,N,-0.097,N,287.67562,49.00578,3.6E-5,287.67563,49.0057911,11289422,14.597," 1-17",3900,156,173,4.727,0.091,0.049,0.555,0.061,0.091,16.65,1.83,741.6,31.4,,,,,,0,M17,Simbad,287.67563,49.00579,287.67563,49.00579111,D,J191042.15+490020.8,287.67563,49.005791,0.787,0.895,0.827,147.9,dKp7.5,,,,,,-1,,u,0,Gaia,WISEA,2M,0.0
0.066277,290.18423,49.0774839,11293949,15.495," 6- 9",3117,0,0,5.147,0.0,0.0,0.138,0.0,0.0,0.83,0.06,19375.8,2763.1,,,0,0,,2,M17,Simbad,290.18423,49.07748,290.1842083,49.0774722,J192044.21+490438.9,,,,M3,,1,1,5.488,Y,9.018,Y,12.097,Y,8.106,Y,23.32,N,15.796,N,0.021,N,-0.34,N,-0.426,N,-0.287,N,290.18421,49.07747,3.6E-5,290.18423,49.0774839,11293949,15.495," 6- 9",3117,0,0,5.147,0.0,0.0,0.138,0.0,0.0,0.83,0.06,19375.8,2763.1,,,0,0,,2,M17,Simbad,290.18423,49.07748,290.18423,49.07748389,D,J192044.21+490438.9,290.18423,49.077484,0.466,0.664,0.468,173.4,dMs4.0,14.375,10.49,10.164,0.0,51,,,m,0,Gaia,WISEA,2M,0.0
0.103871,291.38385,49.0877489,11296078,15.766," 4-17",3436,61,61,4.899,0.044,0.044,0.355,0.051,0.051,52.23,3.73,2459.7,51.2,,,0,0,,0,M17,Simbad,291.38385,49.08775,291.3838333,49.0877222,J192532.12+490515.8,,,,M3,,1,1,-0.119,N,-0.424,N,0.405,N,-0.501,N,-2.347,N,-2.489,N,0.069,N,-0.968,N,-0.887,N,-0.39,N,291.38383,49.08772,3.6E-5,291.38385,49.0877489,11296078,15.766," 4-17",3436,61,61,4.899,0.044,0.044,0.355,0.051,0.051,52.23,3.73,2459.7,51.2,,,0,0,,0,M17,Simbad,291.38385,49.08775,291.38385,49.08774889,D,J192532.12+490515.8,291.38385,49.087749,0.565,0.799,0.579,138.7,dMr2.0,15.765,12.399,12.117,0.02,191,,,m,0,Gaia,WISEA,2M,0.0
0.064979,291.95798,49.0117611,11297141,14.482," 1-17",3482,45,45,4.904,0.035,0.031,0.358,0.038,0.041,43.92,4.43,1452.9,31.6,,,0,0,,0,M17,Simbad,291.95798,49.01176,291.9579583,49.01175,J192749.91+490042.3,,,,M1,,1,1,-0.108,N,-0.13,N,0.304,N,-0.737,N,-2.608,N,-3.057,N,-0.293,N,-1.088,N,-0.819,N,-0.525,N,291.95796,49.01175,3.6E-5,291.95798,49.0117611,11297141,14.482," 1-17",3482,45,45,4.904,0.035,0.031,0.358,0.038,0.041,43.92,4.43,1452.9,31.6,,,0,0,,0,M17,Simbad,291.95798,49.01176,291.95798,49.01176111,D,J192749.91+490042.3,291.95798,49.011761,0.61,0.817,0.642,151.0,dMs1.5,14.436,11.127,10.906,0.01,140,-43,,m,0,Gaia,WISEA,2M,0.0
0.03267,296.95193,49.0091969,11308755,14.468," 6- 9",3496,116,105,5.034,0.095,0.116,0.262,0.108,0.081,44.23,2.92,1803.3,51.5,,,0,0,,0,M17,Simbad,296.95193,49.0092,296.9519167,49.0091944,J194748.46+490033.1,,,,M0,,1,1,-0.156,N,-0.07,N,0.344,N,-0.562,N,-2.595,N,-2.682,N,-0.448,N,-1.259,N,-0.981,N,-0.099,N,296.95192,49.00919,1.44E-4,296.95193,49.0091969,11308755,14.468," 6- 9",3496,116,105,5.034,0.095,0.116,0.262,0.108,0.081,44.23,2.92,1803.3,51.5,,,0,0,,0,M17,Simbad,296.95193,49.0092,296.95193,49.00919694,D,J194748.46+490033.1,296.95193,49.009197,0.683,0.847,0.715,167.9,dMs0.5,14.018,10.873,10.666,0.01,101,-11,,m,0,Gaia,WISEA,2M,0.0
0.024884,297.14426,49.0588911,11309213,15.981," 2-17",3622,72,79,4.923,0.072,0.052,0.35,0.052,0.064,29.8,4.23,1874.2,56.0,,,,,,0,M17,Simbad,297.14426,49.05889,297.14425,49.0588889,J194834.62+490332.0,,,,M0,,1,1,-0.032,N,0.088,N,-0.272,N,-1.898,N,-2.808,N,-0.741,N,-0.695,N,-1.423,N,-1.383,N,0.03,N,297.14425,49.05889,3.6E-5,297.14426,49.0588911,11309213,15.981," 2-17",3622,72,79,4.923,0.072,0.052,0.35,0.052,0.064,29.8,4.23,1874.2,56.0,,,,,,0,M17,Simbad,297.14426,49.05889,297.14426,49.05889111,D,J194834.62+490332.0,297.14426,49.058891,0.745,0.871,0.78,85.8,dMs0.0,15.945,12.809,12.662,0.03,328,2,,m,0,Gaia,WISEA,2M,0.0
0.076247,291.09274,49.19006,11348997,15.535," 4-17",3879,77,77,4.707,0.018,0.036,0.619,0.023,0.035,36.17,2.58,3015.0,71.9,,,0,0,0,0,M17,Simbad,291.09274,49.19006,291.0927083,49.1900556,J192422.25+491124.2,,,,M1,,1,1,0.013,N,-0.178,N,-0.984,N,-1.722,N,1.994,N,0.532,N,-0.362,N,-1.419,N,-1.091,N,-0.349,N,291.09271,49.19006,0.0,291.09274,49.19006,11348997,15.535," 4-17",3879,77,77,4.707,0.018,0.036,0.619,0.023,0.035,36.17,2.58,3015.0,71.9,,,0,0,0,0,M17,Simbad,291.09274,49.19006,291.09274,49.19006,D,J192422.25+491124.2,291.09274,49.19006,0.658,0.845,0.681,73.4,dMs1.0,15.534,12.379,12.139,0.02,259,-33,,m,0,Gaia,WISEA,2M,0.0
0.068463,291.40561,49.1154519,11349556,15.872," 1-17",3650,43,49,4.919,0.036,0.036,0.37,0.029,0.043,14.39,1.09,1399.9,63.1,,,,,,0,M17,Simbad,291.40561,49.11545,291.4055833,49.1154444,J192537.34+490655.6,,,,M0,,1,1,0.023,N,0.089,N,0.356,N,-0.199,N,-4.415,N,-4.077,N,0.48,N,-1.303,N,-1.172,N,-0.351,N,291.40558,49.11544,1.44E-4,291.40561,49.1154519,11349556,15.872," 1-17",3650,43,49,4.919,0.036,0.036,0.37,0.029,0.043,14.39,1.09,1399.9,63.1,,,,,,0,M17,Simbad,291.40561,49.11545,291.40561,49.11545194,D,J192537.34+490655.6,291.40561,49.115452,0.71,0.846,0.76,56.3,dMp0.5,16.026,12.74,12.49,0.04,678,5,,m,0,Gaia,WISEA,2M,0.0
0.826599,297.06747,41.1374211,5895919,14.435," 1-17",3713,44,50,4.798,0.035,0.028,0.469,0.026,0.031,18.47,1.27,587.7,22.9,,,,,,0,M17,Simbad,297.06747,41.13742,297.0671667,41.1374444,J194816.12+410814.8,,,,M0,,1,1,0.028,N,3.004,N,-14.75,N,-7.241,N,-4.644,N,-3.34,N,-0.943,N,-1.451,N,-1.533,N,0.523,N,297.06717,41.13744,0.711044,297.06747,41.1374211,5895919,14.435," 1-17",3713,44,50,4.798,0.035,0.028,0.469,0.026,0.031,18.47,1.27,587.7,22.9,,,,,,0,M17,Simbad,297.06747,41.13742,297.06721,41.13744694,D,J194816.12+410814.8,297.06721,41.137447,0.779,0.892,0.816,20.7,dMs0.0,,,,,,3,,u,1,Gaia,WISEA,2M,0.0
0.058698,285.32281,49.2585111,11391702,15.481," 1-17",3900,77,85,4.727,0.044,0.04,0.555,0.046,0.052,17.23,1.53,473.2,27.5,,,0,0,,0,M17,Simbad,285.32281,49.25851,285.3227917,49.2585,J190117.47+491530.6,,,,M0,,1,1,-0.317,N,-0.263,N,-0.137,N,-0.85,N,-2.904,N,-3.335,N,-0.558,N,-1.594,N,-1.118,N,-0.21,N,285.32279,49.2585,3.6E-5,285.32281,49.2585111,11391702,15.481," 1-17",3900,77,85,4.727,0.044,0.04,0.555,0.046,0.052,17.23,1.53,473.2,27.5,,,0,0,,0,M17,Simbad,285.32281,49.25851,285.32281,49.25851111,D,J190117.47+491530.6,285.32281,49.258511,0.793,0.902,0.848,115.8,dKp7.5,15.363,12.519,12.463,0.03,323,-42,,m,0,Gaia,WISEA,2M,0.0
0.00396,287.53925,49.2385289,11395102,16.76," 9- 9",3587,57,57,4.974,0.041,0.054,0.327,0.043,0.052,32.15,3.57,2225.8,162.0,,,0,0,,0,M17,Simbad,287.53925,49.23853,287.53925,49.2385278,J191009.42+491418.7,,,,M0,,1,1,-0.318,N,-0.392,N,-0.362,N,0.495,N,-2.969,N,1.307,N,0.135,N,-1.522,N,-1.272,N,-0.124,N,287.53925,49.23853,3.6E-5,287.53925,49.2385289,11395102,16.76," 9- 9",3587,57,57,4.974,0.041,0.054,0.327,0.043,0.052,32.15,3.57,2225.8,162.0,,,0,0,,0,M17,Simbad,287.53925,49.23853,287.53925,49.23852889,D,J191009.42+491418.7,287.53925,49.238529,0.728,0.86,0.748,58.8,dMs0.0,16.622,13.546,13.534,0.03,541,-13,,m,0,Gaia,WISEA,2M,0.0
0.052865,287.60352,49.2045211,11395206,13.578," 0-17",3838,120,147,4.69,0.07,0.025,0.568,0.05,0.068,0.61,0.04,7632.5,1284.6,1,,0,0,,2,M17,Simbad,287.60352,49.20452,287.6035,49.2045278,J191024.84+491216.3,,,,M1,,1,1,2.556,Y,2.988,Y,3.354,Y,1.993,Y,11.659,Y,6.92,Y,-0.068,N,-0.792,N,-0.749,N,-0.152,N,287.6035,49.20453,0.053299,287.60352,49.2045211,11395206,13.578," 0-17",3838,120,147,4.69,0.07,0.025,0.568,0.05,0.068,0.61,0.04,7632.5,1284.6,1,,0,0,,2,M17,Simbad,287.60352,49.20452,287.6035,49.20452806,D,J191024.84+491216.3,287.6035,49.204528,0.636,0.796,0.672,147.7,dMs1.0,13.614,10.262,10.085,0.01,111,-7,,m,0,Gaia,WISEA,2M,0.0
0.012779,292.27213,49.2771681,11403688,14.816," 1-17",3678,73,81,4.848,0.055,0.049,0.433,0.042,0.063,18.6,1.69,1689.7,56.8,,,,,,0,M17,Simbad,292.27213,49.27717,292.272125,49.2771667,J192905.31+491637.8,,,,M0,,1,1,-0.184,N,0.001,N,-0.16,N,-0.223,N,0.197,N,-1.881,N,-0.497,N,-1.472,N,-1.182,N,-0.097,N,292.27212,49.27717,1.44E-4,292.27213,49.2771681,11403688,14.816," 1-17",3678,73,81,4.848,0.055,0.049,0.433,0.042,0.063,18.6,1.69,1689.7,56.8,,,,,,0,M17,Simbad,292.27213,49.27717,292.27213,49.27716806,D,J192905.31+491637.8,292.27213,49.277168,0.695,0.851,0.748,147.1,dMp0.5,15.167,11.723,11.624,0.04,3709,-8,,m,0,Gaia,WISEA,2M,0.0
0.053805,288.6636,41.2242581,5950533,14.261," 1-17",3817,120,147,4.681,0.068,0.023,0.584,0.039,0.073,20.35,1.49,2867.2,85.9,,,0,0,,0,M17,Simbad,288.6636,41.22426,288.6635833,41.22425,J191439.26+411327.3,,,,M1,,1,1,-0.107,N,-0.083,N,0.398,N,-0.382,N,0.334,N,-0.284,N,-0.304,N,-1.162,N,-0.922,N,-0.392,N,288.66358,41.22425,1.44E-4,288.6636,41.2242581,5950533,14.261," 1-17",3817,120,147,4.681,0.068,0.023,0.584,0.039,0.073,20.35,1.49,2867.2,85.9,,,0,0,,0,M17,Simbad,288.6636,41.22426,288.6636,41.22425806,D,J191439.26+411327.3,288.6636,41.224258,0.608,0.806,0.623,189.8,dMs1.5,14.197,10.887,10.74,0.02,122,-27,,m,0,Gaia,WISEA,2M,0.0
0.09051,289.50253,41.2397611,5953138,15.015," 1-17",3499,41,47,4.894,0.036,0.03,0.369,0.038,0.041,36.68,2.79,1125.2,29.2,,,0,0,,0,M17,Simbad,289.50253,41.23976,289.5025,41.23975,J191800.60+411423.1,,,,M1,,1,1,0.055,N,-0.722,N,-0.899,N,0.463,N,-4.894,N,-5.06,N,-0.571,N,-0.994,N,-0.968,N,-0.938,N,289.5025,41.23975,0.09051,289.50253,41.2397611,5953138,15.015," 1-17",3499,41,47,4.894,0.036,0.03,0.369,0.038,0.041,36.68,2.79,1125.2,29.2,,,0,0,,0,M17,Simbad,289.50253,41.23976,289.5025,41.23975,D,J191800.60+411423.1,289.5025,41.23975,0.61,0.798,0.615,28.6,dMr1.0,14.969,11.664,11.46,0.02,152,-43,,m,1,Gaia,WISEA,2M,0.0
0.040619,295.45999,49.2166481,11410401,13.511," 1-17",3804,107,133,4.862,0.114,0.076,0.413,0.058,0.108,14.49,1.17,1486.0,53.7,,,,,,0,M17,Simbad,295.45999,49.21665,295.46,49.2166389,J194150.40+491259.9,,,,M0,,1,1,-0.151,N,0.007,N,-0.956,N,-0.34,N,1.289,N,-1.311,N,-0.456,N,-1.403,N,-1.14,N,-0.08,N,295.46,49.21664,0.040648,295.45999,49.2166481,11410401,13.511," 1-17",3804,107,133,4.862,0.114,0.076,0.413,0.058,0.108,14.49,1.17,1486.0,53.7,,,,,,0,M17,Simbad,295.45999,49.21665,295.46,49.21663889,D,J194150.40+491259.9,295.46,49.216639,0.785,0.892,0.854,103.6,dKp7.5,,,,,,13,,u,1,Gaia,WISEA,2M,0.0
0.135652,290.71359,41.22126,5956957,14.963," 1-17",3876,85,93,4.717,0.036,0.021,0.543,0.03,0.033,14.69,1.06,3185.5,114.6,,,0,0,,0,M17,Simbad,290.71359,41.22126,290.7135417,41.22125,J192251.25+411316.5,,,,M0,,1,1,0.415,N,1.482,Y,-1.299,N,6.304,N,-8.909,N,-12.432,N,-1.532,N,-1.704,N,-1.255,N,-0.183,N,290.71354,41.22125,0.045047,290.71359,41.22126,5956957,14.963," 1-17",3876,85,93,4.717,0.036,0.021,0.543,0.03,0.033,14.69,1.06,3185.5,114.6,,,0,0,,0,M17,Simbad,290.71359,41.22126,290.71358,41.22125,D,J192251.25+411316.5,290.71358,41.22125,0.762,0.882,0.818,36.4,dKp7.5,14.879,12.006,11.889,0.02,256,-18,,m,1,Gaia,WISEA,2M,0.0
0.046657,297.49634,49.2474289,11415793,14.82," 1-17",3900,46,50,4.727,0.017,0.022,0.555,0.02,0.025,31.93,2.36,2246.6,56.0,,,0,0,,0,M17,Simbad,297.49634,49.24743,297.4963333,49.2474167,J194959.12+491450.7,,,,M0,,0,1,-0.279,N,-0.117,N,-0.205,N,-0.921,N,-0.95,N,-1.038,N,-0.605,N,-1.527,N,-1.105,N,-0.393,N,297.49633,49.24742,3.6E-5,297.49634,49.2474289,11415793,14.82," 1-17",3900,46,50,4.727,0.017,0.022,0.555,0.02,0.025,31.93,2.36,2246.6,56.0,,,0,0,,0,M17,Simbad,297.49634,49.24743,297.49634,49.24742889,D,J194959.12+491450.7,297.49634,49.247429,0.775,0.885,0.809,132.8,dKp7.5,14.681,11.778,11.753,0.04,239,-49,,m,0,Gaia,WISEA,2M,0.0
0.099149,285.2179,49.3081889,11443974,16.44," 9- 9",3521,70,84,4.928,0.065,0.065,0.358,0.061,0.075,37.45,5.26,2682.9,172.5,,,0,0,,0,M17,Simbad,285.2179,49.30819,285.217875,49.3081667,J190052.29+491829.4,,,,M1,,1,1,-0.123,N,-0.357,N,-0.171,N,0.133,N,-8.942,N,28.314,N,-0.333,N,-1.182,N,-0.702,N,-0.225,N,285.21787,49.30817,3.6E-5,285.2179,49.3081889,11443974,16.44," 9- 9",3521,70,84,4.928,0.065,0.065,0.358,0.061,0.075,37.45,5.26,2682.9,172.5,,,0,0,,0,M17,Simbad,285.2179,49.30819,285.2179,49.30818889,D,J190052.29+491829.4,285.2179,49.308189,0.628,0.837,0.639,64.1,dMr1.0,16.354,13.161,12.981,0.02,366,-89,,m,0,Gaia,WISEA,2M,0.0
0.055014,293.84753,41.2925681,5966921,14.499," 1-17",3983,140,140,4.649,0.056,0.02,0.615,0.046,0.062,5.09,0.35,28267.5,1613.6,,,0,0,,2,M17,Simbad,293.84753,41.29257,293.8475417,41.2925556,J193523.41+411733.2,,,,M0,,1,1,2.703,Y,3.228,Y,6.203,N,6.302,N,,N,-19.401,N,0.041,N,-0.938,N,-0.7,N,-0.503,N,293.84754,41.29256,0.060267,293.84753,41.2925681,5966921,14.499," 1-17",3983,140,140,4.649,0.056,0.02,0.615,0.046,0.062,5.09,0.35,28267.5,1613.6,,,0,0,,2,M17,Simbad,293.84753,41.29257,293.84754,41.29258306,D,J193523.41+411733.2,293.84754,41.292583,0.684,0.824,0.698,30.8,dMs0.5,14.427,11.18,11.042,0.03,216,-5,,m,1,Gaia,WISEA,2M,0.0
0.769137,287.01349,49.3376311,11446732,14.332," 1-17",3435,44,44,4.941,0.05,0.036,0.316,0.045,0.041,44.85,3.94,3215.5,73.2,,,,,,0,M17,Simbad,287.01349,49.33763,287.0131667,49.3376667,J190803.16+492015.6,14.62,13.72,,M2,,1,1,-0.042,N,-0.097,N,0.239,N,-0.445,N,-2.017,N,-1.686,N,-0.288,N,-0.986,N,-0.732,N,-0.416,N,287.01317,49.33767,0.743323,287.01349,49.3376311,11446732,14.332," 1-17",3435,44,44,4.941,0.05,0.036,0.316,0.045,0.041,44.85,3.94,3215.5,73.2,,,,,,0,M17,Simbad,287.01349,49.33763,287.01318,49.33767389,D,J190803.16+492015.6,287.01318,49.337674,0.591,0.803,0.616,116.3,dMs1.5,14.264,10.896,10.655,0.01,133,-52,,m,0,Gaia,WISEA,2M,0.0
0.008865,290.87421,49.3896411,11453448,12.893," 1-17",4082,131,145,4.669,0.068,0.027,0.569,0.059,0.059,23.54,1.97,1258.3,43.2,,,0,0,,0,M17,Simbad,290.87421,49.38964,290.8742083,49.3896389,J192329.81+492322.7,,,,M0,,1,3,-0.298,N,-0.025,N,-0.027,N,-1.181,N,-1.595,N,-2.081,N,-0.529,N,-1.608,N,-1.278,N,-0.181,N,290.87421,49.38964,0.007956,290.87421,49.3896411,11453448,12.893," 1-17",4082,131,145,4.669,0.068,0.027,0.569,0.059,0.059,23.54,1.97,1258.3,43.2,,,0,0,,0,M17,Simbad,290.87421,49.38964,290.87421,49.38963889,D,J192329.80+492322.7,290.87421,49.389639,0.78,0.888,0.825,331.8,dKs7.5,12.81,9.921,9.87,0.01,144,-5,,m,0,Gaia,WISEA,2M,0.0
0.090048,292.61163,49.3031081,11456603,15.792," 4-17",3238,35,19,5.161,0.058,0.071,0.145,0.037,0.019,14.09,1.08,83.5,18.0,,,0,0,,0,M17,Simbad,292.61163,49.30311,292.611625,49.3030833,J193026.79+491811.1,,,,M3,,0,1,-0.055,N,-0.391,N,1.095,N,-1.605,N,-1.009,N,-3.324,N,-0.249,N,-0.859,N,-0.748,N,-0.143,N,292.61162,49.30308,1.44E-4,292.61163,49.3031081,11456603,15.792," 4-17",3238,35,19,5.161,0.058,0.071,0.145,0.037,0.019,14.09,1.08,83.5,18.0,,,0,0,,0,M17,Simbad,292.61163,49.30311,292.61163,49.30310806,D,J193026.79+491811.1,292.61163,49.303108,0.531,0.762,0.539,104.0,dMs2.5,15.678,12.102,11.72,0.01,157,-3,,m,0,Gaia,WISEA,2M,0.0
0.02412,293.11075,49.3562011,11457546,15.48," 1-17",3471,41,41,4.944,0.044,0.036,0.317,0.037,0.041,33.99,3.1,1119.8,32.3,,,0,0,,0,M17,Simbad,293.11075,49.3562,293.11075,49.3561944,J193226.58+492122.3,,,,M1,,1,1,-0.078,N,0.015,N,-0.012,N,-0.867,N,-2.548,N,-1.245,N,-0.351,N,-1.072,N,-1.004,N,-0.039,N,293.11075,49.35619,3.6E-5,293.11075,49.3562011,11457546,15.48," 1-17",3471,41,41,4.944,0.044,0.036,0.317,0.037,0.041,33.99,3.1,1119.8,32.3,,,0,0,,0,M17,Simbad,293.11075,49.3562,293.11075,49.35620111,D,J193226.58+492122.3,293.11075,49.356201,0.623,0.823,0.668,105.4,dMs1.0,15.383,12.155,11.922,0.01,183,,,m,0,Gaia,WISEA,2M,0.0
0.030964,283.5473,49.47234,11493497,15.409," 1-17",3439,56,51,4.901,0.049,0.036,0.351,0.048,0.048,46.43,4.92,1705.9,44.5,,,0,0,,0,M17,Simbad,283.5473,49.47234,283.5472917,49.4723333,J185411.35+492820.4,,,,M1,,1,1,-0.185,N,0.96,N,0.994,N,1.559,N,4.625,N,-2.102,N,-0.197,N,-1.01,N,-0.654,N,-1.008,N,283.54729,49.47233,0.0,283.5473,49.47234,11493497,15.409," 1-17",3439,56,51,4.901,0.049,0.036,0.351,0.048,0.048,46.43,4.92,1705.9,44.5,,,0,0,,0,M17,Simbad,283.5473,49.47234,283.5473,49.47234,D,J185411.35+492820.4,283.5473,49.47234,0.562,0.812,0.556,43.5,dMr2.0,15.337,11.971,11.802,0.02,185,-55,,m,0,Gaia,WISEA,2M,0.0
0.080738,285.07797,49.4862711,11495571,13.218," 0-17",3315,43,39,5.004,0.044,0.04,0.233,0.043,0.029,13.52,0.99,8142.1,315.7,,,,,,0,M17,Simbad,285.07797,49.48627,285.0779583,49.48625,J190018.71+492910.5,,,,M3,,1,1,1.74,Y,2.105,Y,1.456,Y,1.57,N,3.144,N,0.368,N,-0.104,N,-0.734,N,-0.684,N,0.383,N,285.07796,49.48625,3.6E-5,285.07797,49.4862711,11495571,13.218," 0-17",3315,43,39,5.004,0.044,0.04,0.233,0.043,0.029,13.52,0.99,8142.1,315.7,,,,,,0,M17,Simbad,285.07797,49.48627,285.07797,49.48627111,D,J190018.71+492910.5,285.07797,49.486271,0.528,0.743,0.551,69.6,dMs2.5,13.237,9.604,9.35,0.0,68,-1,,m,0,Gaia,WISEA,2M,0.0
0.152947,287.59436,49.4312289,11499548,15.238," 1-17",3635,58,72,4.849,0.04,0.04,0.434,0.032,0.048,17.0,1.21,613.5,32.3,,,0,0,,0,M17,Simbad,287.59436,49.43123,287.5944167,49.43125,J191022.66+492552.5,15.38,14.59,,M0,,1,1,-0.151,N,-0.825,N,-0.548,N,-0.468,N,-1.273,N,-2.366,N,-0.561,N,-1.467,N,-1.235,N,-0.235,N,287.59442,49.43125,0.238264,287.59436,49.4312289,11499548,15.238," 1-17",3635,58,72,4.849,0.04,0.04,0.434,0.032,0.048,17.0,1.21,613.5,32.3,,,0,0,,0,M17,Simbad,287.59436,49.43123,287.59443,49.43127694,D,J191022.66+492552.5,287.59443,49.431277,0.654,0.822,0.711,121.2,dMs0.5,15.187,12.075,11.882,0.02,224,-5,,m,0,Gaia,WISEA,2M,0.0
0.108966,294.23587,49.4088519,11512270,15.433," 1-17",3534,47,52,4.92,0.04,0.044,0.368,0.036,0.049,11.77,0.78,2463.2,104.5,,,0,0,,0,M17,Simbad,294.23587,49.40885,294.2358333,49.4088333,J193656.60+492431.8,,,,M1,,1,1,0.348,N,0.497,N,0.883,N,-0.391,N,2.333,N,0.498,N,0.08,N,-1.158,N,-0.928,N,-0.211,N,294.23583,49.40883,1.44E-4,294.23587,49.4088519,11512270,15.433," 1-17",3534,47,52,4.92,0.04,0.044,0.368,0.036,0.049,11.77,0.78,2463.2,104.5,,,0,0,,0,M17,Simbad,294.23587,49.40885,294.23587,49.40885194,D,J193656.60+492431.8,294.23587,49.408852,0.654,0.828,0.701,88.5,dMs0.5,15.317,12.157,12.041,0.03,237,-12,,m,0,Gaia,WISEA,2M,0.0
0.131683,295.27344,49.4878389,11514607,13.885," 1-17",4073,121,121,4.645,0.053,0.021,0.607,0.051,0.061,37.97,3.44,1302.4,29.8,,,0,0,,0,M17,Simbad,295.27344,49.48784,295.2734167,49.4878056,J194105.62+492916.1,,,,M0,,1,1,-0.3,N,-0.25,N,-0.119,N,-0.936,N,-2.782,N,-2.122,N,-0.354,N,-1.384,N,-0.991,N,-0.223,N,295.27342,49.48781,0.05128,295.27344,49.4878389,11514607,13.885," 1-17",4073,121,121,4.645,0.053,0.021,0.607,0.051,0.061,37.97,3.44,1302.4,29.8,,,0,0,,0,M17,Simbad,295.27344,49.48784,295.27346,49.48783306,D,J194105.62+492916.1,295.27346,49.487833,0.795,0.893,0.831,81.7,dKr7.5,13.949,11.01,10.906,0.01,185,-53,,m,0,Gaia,WISEA,2M,0.0
0.02412,295.30225,49.4187011,11514682,15.692," 2-17",5053,429,429,4.543,0.09,0.11,0.717,0.134,0.072,38.24,2.97,362.7,16.0,,,0,0,,0,M17,Simbad,295.30225,49.4187,295.30225,49.4186944,J194112.54+492507.3,,,,M0,,1,1,-0.242,N,-0.573,N,-1.216,N,-1.142,N,-1.048,N,0.529,N,0.334,N,-1.155,N,-1.013,N,-0.129,N,295.30225,49.41869,3.6E-5,295.30225,49.4187011,11514682,15.692," 2-17",5053,429,429,4.543,0.09,0.11,0.717,0.134,0.072,38.24,2.97,362.7,16.0,,,0,0,,0,M17,Simbad,295.30225,49.4187,295.30225,49.41870111,D,J194112.54+492507.3,295.30225,49.418701,0.773,0.886,0.839,95.4,dKp7.5,15.97,12.981,12.87,0.03,273,4,,m,0,Gaia,WISEA,2M,0.0
