angDist,_RAJ2000,_DEJ2000,KIC,Kpmag,Q,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,E_Sph,Fl1,DMK,Fl2,Fl3,Fl4,Fl5,M17,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,Date,FNum,Per,r_Per,Amp,Ha,HaLum,FLum,PCat,Simbad,_RA,_DE
0.000000,283.22144,48.30122,10905192,16.773, 6- 9,3212,28,19,5.289,0.008,0.17,0.106,0.055,0.003,16.99,1.24,17051.1,560.2,,,0,0,,2,M17,Simbad,283.22144,48.30122,283.22144,48.30122,10905192,276.59,117,17.123,This work,36847,no data,,1.432E-4,0,Simbad,283.22144,48.30122
0.000000,284.79312,48.36652,10907400,14.912, 1-17,3321,44,44,4.992,0.054,0.06,0.243,0.062,0.041,44.23,4.91,1938.7,47.2,,,0,0,,0,M17,Simbad,284.79312,48.36652,284.79312,48.36652,10907400,919.82,63,41.163,Mc2014,4121,no data,,1.238E-6,1,Simbad,284.79312,48.36652
0.000000,284.80075,48.3599011,10907415,14.676, 1-17,3336,43,36,4.983,0.04,0.044,0.252,0.049,0.03,40.14,3.71,4648.7,113.2,,,0,0,,0,M17,Simbad,284.80075,48.3599,284.80075,48.3599011,10907415,919.82,66,40.355,Mc2014,5365,no data,2.585869E-5,1.259E-6,2,Simbad,284.80075,48.3599
0.000000,289.94226,40.47356,5268904,14.236, 1-17,3407,54,54,4.923,0.06,0.04,0.32,0.053,0.053,4.28,0.29,7089.4,448.0,,,0,0,,0,M17,Simbad,289.94226,40.47356,289.94226,40.47356,5268904,1051.1,578,4.351,Mc2014,13037,absorption,,2.36E-5,2,Simbad,289.94226,40.47356
0.000000,286.03256,48.32481,10909367,14.277, 1-17,3805,45,49,4.733,0.03,0.015,0.519,0.026,0.021,2.94,0.2,19151.7,1460.4,1,,0,0,,2,M17,Simbad,286.03256,48.32481,286.03256,48.32481,10909367,919.82,516,2.979,Mc2014,23190,no data,,5.085E-5,2,Simbad,286.03256,48.32481
0.000000,291.94415,48.3517911,10920281,15.519, 1-17,3704,66,81,4.797,0.052,0.032,0.463,0.034,0.042,2.39,0.17,5115.2,453.4,1,,0,0,1,0,M17,Simbad,291.94415,48.35179,291.94415,48.3517911,10920281,1157.24,334,2.423,Mc2014,9682,no data,,1.33E-5,2,Simbad,291.94415,48.35179
0.000000,295.49203,40.46603,5288534,15.625, 1-17,3905,85,93,4.736,0.04,0.032,0.538,0.039,0.042,3.8,0.26,13923.6,969.4,,,1,0,,2,M17,Simbad,295.49203,40.46603,295.49203,40.46603,5288534,770.71,202,3.845,Rein2013,35737,no data,,2.415E-5,1,Simbad,295.49203,40.46603
0.000000,298.25302,48.3436889,10936170,15.046, 1-17,3799,53,61,4.738,0.032,0.02,0.518,0.024,0.027,22.27,2.25,671.4,28.9,,,,,,0,M17,Simbad,298.25302,48.34369,298.25302,48.3436889,10936170,970.79,98,24.723,Rein2013,2092,no data,,5.149E-6,2,Simbad,298.25302,48.34369
0.000000,298.93707,48.3342781,10938188,14.415, 1-17,3498,45,48,4.896,0.035,0.031,0.368,0.038,0.041,19.66,1.85,989.3,38.4,,,0,0,,0,M17,Simbad,298.93707,48.33428,298.93707,48.3342781,10938188,970.79,134,24.723,Rein2013,1735,no data,,4.455E-6,1,Simbad,298.93707,48.33428
0.000000,283.17657,48.4768981,10960823,15.695, 1-17,3554,48,58,4.91,0.032,0.044,0.384,0.034,0.05,12.1,0.84,9760.2,374.0,,,0,0,,0,M17,Simbad,283.17657,48.4769,283.17657,48.4768981,10960823,1157.24,309,12.166,Mc2014,20577,no data,,2.385E-5,2,Simbad,283.17657,48.4769
0.000000,286.75601,48.41293,10966172,15.824, 1-17,3401,56,51,4.965,0.05,0.05,0.283,0.054,0.044,27.99,2.37,3316.6,106.7,,,0,0,,0,M17,Simbad,286.75601,48.41293,286.75601,48.41293,10966172,919.82,79,28.454,Mc2014,5625,no data,,4.279E-6,2,Simbad,286.75601,48.41293
0.000000,283.85413,40.5663989,5341486,16.522, 6-16,3204,44,31,5.184,0.045,0.105,0.134,0.048,0.015,13.33,0.88,8484.2,375.4,,,,,,1,M17,Simbad,283.85413,40.5664,283.85413,40.5663989,5341486,370.46,117,13.89,This work,18167,no data,,1.104E-4,0,Simbad,283.85413,40.5664
0.000000,291.63892,48.4259189,10975238,15.026, 1-17,3794,68,76,4.757,0.039,0.024,0.498,0.031,0.031,1.93,0.13,14388.1,1348.4,,,0,0,,2,M17,Simbad,291.63892,48.42592,291.63892,48.4259189,10975238,1157.24,568,1.951,Mc2014,24327,no data,,5.921E-5,2,Simbad,291.63892,48.42592
0.000000,298.20511,48.48439,10991155,15.323,14-17,3581,119,97,4.716,0.064,0.02,0.53,0.035,0.053,2.32,0.16,6447.9,589.8,,,0,0,,0,M17,Simbad,298.20511,48.48439,298.20511,48.48439,10991155,214.76,103,2.356,This work,13402,no data,,5.782E-5,0,Simbad,298.20511,48.48439
0.000000,288.26089,40.57243,5351320,15.662, 1-17,3360,43,40,4.961,0.044,0.044,0.274,0.052,0.034,0.89,0.06,2470.0,387.3,,,,,,2,M17,Simbad,288.26089,40.57243,288.26089,40.57243,5351320,885.21,383,0.911,Rein2013,4874,no data,,4.431E-5,2,Simbad,288.26089,40.57243
0.000000,285.2554,48.53204,11017875,15.596, 1-17,3698,44,52,4.81,0.033,0.027,0.464,0.023,0.032,3.07,0.18,171.8,41.5,,,0,0,,0,M17,Simbad,285.2554,48.53204,285.2554,48.53204,11017875,732.36,62,3.112,This work,1041,no data,,4.483E-6,0,Simbad,285.2554,48.53204
0.000000,289.29364,40.5325931,5354341,16.221, 6- 9,3173,0,0,5.122,0.0,0.0,0.152,0.0,0.0,2.65,0.18,6972.8,597.0,,,0,0,,0,M17,Simbad,289.29364,40.53259,289.29364,40.5325931,5354341,254.2,98,2.68,This work,12692,no data,,1.921E-5,0,Simbad,289.29364,40.53259
0.000000,289.82104,48.5187489,11025770,14.622, 1-17,3288,44,34,5.033,0.044,0.044,0.21,0.041,0.027,41.27,3.65,1663.7,37.1,,,0,0,,0,M17,Simbad,289.82104,48.51875,289.82104,48.5187489,11025770,969.78,45,41.531,Mc2014,2033,no data,,8.496E-7,2,Simbad,289.82104,48.51875
0.000000,290.98053,48.5941389,11027877,15.858, 2-17,3261,45,35,5.066,0.06,0.049,0.188,0.041,0.034,57.96,5.1,3164.0,61.0,,,0,0,,2,M17,Simbad,290.98053,48.59414,290.98053,48.5941389,11027877,1029.71,46,61.221,Mc2014,1448,no data,,1.492E-6,2,Simbad,290.98053,48.59414
0.000000,291.09744,40.5523681,5360129,15.878, 4-17,3746,45,50,4.736,0.033,0.015,0.516,0.026,0.021,3.52,0.25,10484.1,745.7,1,,0,0,,0,M17,Simbad,291.09744,40.55237,291.09744,40.5523681,5360129,941.09,282,3.58,Mc2014,21831,no data,,2.385E-5,1,Simbad,291.09744,40.55237
0.000000,292.85834,48.51886,11031746,15.794, 1-17,3498,52,57,4.896,0.044,0.036,0.368,0.04,0.049,1.19,0.08,28549.2,3393.5,1,,0,0,,1,M17,Simbad,292.85834,48.51886,292.85834,48.51886,11031746,1063.18,558,1.214,Mc2014,39738,no data,1.935551E-4,1.235E-4,2,Simbad,292.85834,48.51886
0.000000,295.35129,48.5569381,11037498,14.754, 1-17,3982,89,89,4.667,0.036,0.015,0.584,0.033,0.027,10.53,0.82,4092.7,169.9,,,,,,0,M17,Simbad,295.35129,48.55694,295.35129,48.5569381,11037498,977.34,201,10.526,Mc2014,6006,no data,,1.107E-5,2,Simbad,295.35129,48.55694
0.000000,282.82928,48.6331789,11069034,15.928, 4-17,3328,46,43,5.069,0.045,0.05,0.201,0.04,0.033,15.53,1.13,3574.1,132.0,,,0,0,,0,M17,Simbad,282.82928,48.63318,282.82928,48.6331789,11069034,765.91,101,15.727,Mc2014,13643,no data,,8.815E-6,1,Simbad,282.82928,48.63318
0.000000,292.72531,48.6471789,11085850,14.708, 1-17,3876,77,85,4.719,0.03,0.022,0.544,0.028,0.031,34.46,3.85,895.5,24.1,,,,,,0,M17,Simbad,292.72531,48.64718,292.72531,48.6471789,11085850,1074.97,28,35.035,Mc2014,1378,no data,,5.115E-7,2,Simbad,292.72531,48.64718
0.000000,295.21255,48.6678889,11091336,15.974, 1-17,3639,43,51,4.85,0.033,0.033,0.436,0.028,0.037,1.18,0.08,16872.3,2048.8,1,,,,,2,M17,Simbad,295.21255,48.66789,295.21255,48.6678889,11091336,1074.97,235,1.197,Mc2014,32540,no data,,1.814E-5,2,Simbad,295.21255,48.66789
0.000000,285.34387,40.6175119,5430495,15.991, 1-16,3883,62,70,4.723,0.02,0.025,0.568,0.021,0.03,22.12,1.76,835.0,41.3,,,,,,0,M17,Simbad,285.34387,40.61751,285.34387,40.6175119,5430495,750.74,40,22.151,Mc2014,1074,no data,,4.531E-6,2,Simbad,285.34387,40.61751
0.000000,295.83051,48.6022611,11092783,15.949, 1-17,3900,46,50,4.727,0.017,0.022,0.555,0.02,0.025,2.86,0.2,8562.6,685.2,1,-1.121,,,1,0,M17,Simbad,295.83051,48.60226,295.83051,48.6022611,11092783,1074.97,177,2.893,Mc2014,18519,no data,,7.939E-6,2,Simbad,295.83051,48.60226
0.000000,287.66949,40.6842919,5435923,15.422, 1-17,3482,46,46,4.904,0.038,0.031,0.357,0.038,0.041,27.61,2.26,1909.9,56.0,,,,,,0,M17,Simbad,287.66949,40.68429,287.66949,40.6842919,5435923,1064.86,113,27.739,Mc2014,3194,no data,,4.549E-6,2,Simbad,287.66949,40.68429
0.000000,288.28458,40.6383589,5437459,15.23, 1-17,3892,54,62,4.73,0.02,0.026,0.553,0.022,0.027,13.06,0.91,3634.0,139.1,,,0,0,,0,M17,Simbad,288.28458,40.63836,288.28458,40.6383589,5437459,1064.86,241,13.193,Mc2014,5427,no data,,1.664E-5,2,Simbad,288.28458,40.63836
0.000000,284.19641,48.7679789,11124203,14.287, 1-17,3601,58,65,4.83,0.048,0.032,0.435,0.036,0.045,0.94,0.06,12548.9,1679.6,1,,,,,1,M17,Simbad,284.19641,48.76798,284.19641,48.7679789,11124203,923.39,399,0.961,Rein2013,20180,no data,,1.806E-5,1,Simbad,284.19641,48.76798
0.000000,286.0842,48.75267,11127082,15.537, 1-17,3607,57,57,4.816,0.035,0.031,0.465,0.029,0.042,22.27,2.12,562.9,29.9,,,,,,0,M17,Simbad,286.0842,48.75267,286.0842,48.75267,11127082,923.39,19,22.68,Mc2014,2051,no data,,2.247E-7,2,Simbad,286.0842,48.75267
0.000000,291.9437,48.7214581,11137723,15.19, 4-17,3274,42,32,5.044,0.044,0.044,0.202,0.042,0.026,5.88,0.4,7402.9,405.4,,,0,0,,0,M17,Simbad,291.9437,48.72146,291.9437,48.7214581,11137723,930.5,543,5.964,Mc2014,14634,no data,,1.206E-4,1,Simbad,291.9437,48.72146
0.000000,295.54205,48.7384111,11145556,15.255, 1-17,3993,47,47,4.689,0.022,0.016,0.575,0.021,0.021,17.35,1.54,708.3,31.0,,,0,0,,0,M17,Simbad,295.54205,48.73841,295.54205,48.7384111,11145556,1141.93,37,17.275,Mc2014,1318,no data,,9.901E-7,2,Simbad,295.54205,48.73841
0.000000,295.63708,48.7024119,11145819,14.574, 1-17,3673,117,147,4.691,0.08,0.02,0.561,0.04,0.069,4.28,0.3,6126.9,390.7,,,0,0,,0,M17,Simbad,295.63708,48.70241,295.63708,48.7024119,11145819,1141.93,722,4.33,Mc2014,11123,no data,,4.264E-5,2,Simbad,295.63708,48.70241
0.000000,296.14084,48.7304919,11147271,15.384, 1-17,3336,43,36,4.983,0.04,0.044,0.252,0.049,0.03,1.85,0.13,12379.7,1195.6,1,,0,0,,1,M17,Simbad,296.14084,48.73049,296.14084,48.7304919,11147271,1141.93,732,1.884,Mc2014,18908,no data,,6.122E-5,2,Simbad,296.14084,48.73049
0.000000,294.70544,48.85844,11196417,15.953, 7- 9,3290,98,52,5.173,0.066,0.154,0.144,0.092,0.023,0.49,,6431.7,1266.2,,,0,0,,1,M17,Simbad,294.70544,48.85844,294.70544,48.85844,11196417,253.72,113,0.498,This work,11964,no data,,5.339E-5,0,Simbad,294.70544,48.85844
0.000000,295.57629,48.8978611,11198419,15.841, 1-17,3825,68,68,4.782,0.055,0.045,0.47,0.052,0.042,11.37,0.78,7735.4,310.9,,,0,0,1,0,M17,Simbad,295.57629,48.89786,295.57629,48.8978611,11198419,1329.39,58,11.529,Mc2014,19137,no data,,1.31E-6,2,Simbad,295.57629,48.89786
0.000000,285.77441,40.7668989,5516671,15.446, 1-16,3605,64,64,4.8,0.048,0.032,0.458,0.037,0.045,2.51,0.17,13146.1,1105.0,,,,,,2,M17,Simbad,285.77441,40.7669,285.77441,40.7668989,5516671,754.72,334,2.543,Rein2013,21742,no data,,3.983E-5,1,Simbad,285.77441,40.7669
0.000000,290.19211,48.9489211,11241109,13.993, 1-17,3402,44,40,4.927,0.048,0.032,0.316,0.043,0.043,54.08,3.94,4816.9,86.2,,,0,0,,0,M17,Simbad,290.19211,48.94892,290.19211,48.9489211,11241109,1239.56,37,54.539,Mc2014,6940,absorption,,1.755E-7,1,Simbad,290.19211,48.94892
0.000000,291.85202,48.9531289,11244150,14.945, 1-17,3738,67,67,4.757,0.039,0.021,0.495,0.03,0.03,8.92,0.63,9562.8,419.8,,,0,0,,0,M17,Simbad,291.85202,48.95313,291.85202,48.9531289,11244150,1239.56,476,8.989,Mc2014,17871,no data,7.127137E-5,3.324E-5,2,Simbad,291.85202,48.95313
0.000000,295.22757,48.93132,11251458,15.72, 1-17,3634,49,49,5.058,0.056,0.084,0.251,0.069,0.051,14.49,1.03,1534.6,65.7,,,,,,0,M17,Simbad,295.22757,48.93132,295.22757,48.93132,11251458,1150.31,25,14.563,Mc2014,4153,no data,,6.847E-7,2,Simbad,295.22757,48.93132
0.000000,290.18423,49.0774839,11293949,15.495, 6- 9,3117,0,0,5.147,0.0,0.0,0.138,0.0,0.0,0.83,0.06,19375.8,2763.1,,,0,0,,2,M17,Simbad,290.18423,49.07748,290.18423,49.0774839,11293949,66.96,51,0.842,This work,31572,no data,1.644797E-4,1.351E-4,0,Simbad,290.18423,49.07748
0.000000,288.18323,49.13102,11343461,16.085, 3-17,3470,62,55,4.97,0.05,0.045,0.285,0.053,0.044,1.6,0.11,6922.1,768.5,,,0,0,,2,M17,Simbad,288.18323,49.13102,288.18323,49.13102,11343461,321.2,90,1.623,Rein2013,13966,no data,,2.979E-5,1,Simbad,288.18323,49.13102
0.000000,291.40561,49.1154519,11349556,15.872, 1-17,3650,43,49,4.919,0.036,0.036,0.37,0.029,0.043,14.39,1.09,1399.9,63.1,,,,,,0,M17,Simbad,291.40561,49.11545,291.40561,49.1154519,11349556,873.72,70,14.386,Mc2014,3138,absorption,,6.211E-6,2,Simbad,291.40561,49.11545
0.000000,291.66064,49.1377719,11350063,15.823, 4-17,3418,40,44,5.035,0.035,0.042,0.248,0.034,0.037,2.07,0.14,15246.5,1398.8,,,0,0,,1,M17,Simbad,291.66064,49.13777,291.66064,49.1377719,11350063,751.55,362,2.102,Mc2014,25211,no data,,4.28E-5,1,Simbad,291.66064,49.13777
0.000000,283.24872,40.87582,5597604,12.007, 0-16,3896,122,150,4.672,0.068,0.023,0.587,0.046,0.07,35.19,3.53,1481.4,39.1,,,0,0,,0,M17,Simbad,283.24872,40.87582,283.24872,40.87582,5597604,1015.27,37,35.259,Mc2014,1847,absorption,,1.337E-7,1,Simbad,283.24872,40.87582
0.000000,286.13605,40.8997381,5603484,15.415, 1-16,3297,46,39,5.023,0.045,0.045,0.218,0.046,0.027,40.42,3.73,2765.1,71.9,,,0,0,,0,M17,Simbad,286.13605,40.89974,286.13605,40.8997381,5603484,1015.27,48,38.43,Mc2014,4488,no data,,1.187E-6,2,Simbad,286.13605,40.89974
0.000000,287.7063,40.8859289,5607395,15.593, 1-17,3827,77,77,4.728,0.036,0.021,0.526,0.03,0.03,6.05,0.43,10530.8,567.4,,,0,0,,0,M17,Simbad,287.7063,40.88593,287.7063,40.8859289,5607395,1329.39,466,6.108,Mc2014,16866,no data,,4.322E-5,2,Simbad,287.7063,40.88593
0.000000,287.94791,40.80571,5608002,15.833, 4-17,3223,43,24,5.125,0.063,0.07,0.155,0.043,0.023,6.13,0.21,9174.7,702.6,,,,,,2,M17,Simbad,287.94791,40.80571,287.94791,40.80571,5608002,1117.96,529,6.189,Mc2014,18111,no data,,4.868E-5,1,Simbad,287.94791,40.80571
0.000000,287.60352,49.2045211,11395206,13.578, 0-17,3838,120,147,4.69,0.07,0.025,0.568,0.05,0.068,0.61,0.04,7632.5,1284.6,1,,0,0,,2,M17,Simbad,287.60352,49.20452,287.60352,49.2045211,11395206,635.47,254,0.621,Mc2014,13533,emission,2.097231E-4,4.007E-5,2,Simbad,287.60352,49.20452
0.000000,294.69717,49.2774011,11408748,15.179, 1-17,3964,55,55,4.689,0.028,0.014,0.565,0.026,0.021,11.61,0.8,2227.9,94.4,,,0,0,,0,M17,Simbad,294.69717,49.2774,294.69717,49.2774011,11408748,870.86,61,11.865,Mc2014,4324,no data,,2.176E-6,2,Simbad,294.69717,49.2774
0.000000,292.29712,40.84584,5621528,15.974, 1-17,3537,47,52,4.878,0.04,0.036,0.392,0.036,0.044,15.97,1.16,5881.1,204.5,,,0,0,,0,M17,Simbad,292.29712,40.84584,292.29712,40.84584,5621528,1329.39,52,16.058,Mc2014,12142,no data,,3.502E-6,2,Simbad,292.29712,40.84584
0.000000,286.53662,49.36628,11446073,15.629, 1-17,3932,62,78,4.745,0.028,0.038,0.548,0.031,0.043,1.03,0.07,24220.3,3114.9,1,,0,0,,1,M17,Simbad,286.53662,49.36628,286.53662,49.36628,11446073,635.47,130,1.042,Mc2014,41397,no data,1.053456E-4,1.918E-5,2,Simbad,286.53662,49.36628
0.000000,298.93109,40.8915789,5649085,15.933, 4-17,3238,38,19,5.156,0.063,0.077,0.147,0.043,0.022,31.71,2.23,6661.2,162.5,,,0,0,,0,M17,Simbad,298.93109,40.89158,298.93109,40.8915789,5649085,1117.96,206,31.977,Mc2014,16204,no data,,1.383E-5,1,Simbad,298.93109,40.89158
0.000000,297.56918,49.3239289,11468094,15.919, 1-17,3368,50,50,5.021,0.04,0.054,0.257,0.045,0.045,24.71,2.28,2362.2,73.4,,,,,,0,M17,Simbad,297.56918,49.32393,297.56918,49.3239289,11468094,1057.52,33,24.345,Mc2014,3073,no data,,1.127E-6,2,Simbad,297.56918,49.32393
0.000000,285.07797,49.4862711,11495571,13.218, 0-17,3315,43,39,5.004,0.044,0.04,0.233,0.043,0.029,13.52,0.99,8142.1,315.7,,,,,,0,M17,Simbad,285.07797,49.48627,285.07797,49.4862711,11495571,842.97,547,13.64,Mc2014,15457,emission,1.0945E-4,2.926E-5,2,Simbad,285.07797,49.48627
0.000000,284.2178,40.9897189,5685704,14.7, 1-16,3874,85,77,4.701,0.033,0.018,0.559,0.029,0.029,0.49,,23469.3,4336.5,1,,,,,1,M17,Simbad,284.2178,40.98972,284.2178,40.9897189,5685704,1015.27,43,0.515,Mc2014,41054,no data,,2.078E-5,2,Simbad,284.2178,40.98972
0.000000,294.23587,49.4088519,11512270,15.433, 1-17,3534,47,52,4.92,0.04,0.044,0.368,0.036,0.049,11.77,0.78,2463.2,104.5,,,0,0,,0,M17,Simbad,294.23587,49.40885,294.23587,49.4088519,11512270,1326.53,39,11.945,Mc2014,5188,no data,1.523154E-5,6.666E-7,2,Simbad,294.23587,49.40885
0.000000,295.12961,49.42807,11514272,15.852, 1-17,3662,58,58,4.82,0.042,0.032,0.444,0.032,0.035,20.1,1.45,181.4,18.4,,,0,0,,0,M17,Simbad,295.12961,49.42807,295.12961,49.42807,11514272,1326.53,20,,No period,1373,no data,,4.702E-7,1,Simbad,295.12961,49.42807
0.000000,295.56732,49.4686089,11515276,15.993, 1-17,3618,43,48,4.858,0.033,0.033,0.423,0.027,0.038,5.88,0.41,15396.4,838.9,,,0,0,,2,M17,Simbad,295.56732,49.46861,295.56732,49.4686089,11515276,1326.53,376,5.964,Mc2014,27962,no data,,3.05E-5,2,Simbad,295.56732,49.46861
0.000000,297.86111,49.4146611,11521274,14.449, 1-17,3482,45,45,4.904,0.035,0.031,0.358,0.038,0.041,18.6,1.31,1932.4,62.7,,,0,0,,0,M17,Simbad,297.86111,49.41466,297.86111,49.4146611,11521274,1326.53,105,18.624,Mc2014,2879,emission,3.893896E-5,1.037E-6,2,Simbad,297.86111,49.41466
0.000000,286.6937,49.5211719,11550428,14.882, 1-17,3407,54,54,4.923,0.06,0.04,0.32,0.053,0.053,4.59,0.32,2153.3,151.2,,,0,0,,0,M17,Simbad,286.6937,49.52117,286.6937,49.5211719,11550428,822.7,361,4.695,This work,4235,no data,,3.154E-5,0,Simbad,286.6937,49.52117
0.000000,289.89923,49.58984,11555805,14.955, 3-16,3954,78,94,4.738,0.032,0.039,0.555,0.035,0.047,4.88,0.34,32403.4,1967.4,,,0,0,,2,M17,Simbad,289.89923,49.58984,289.89923,49.58984,11555805,698.55,244,4.904,Rein2013,49602,no data,1.052818E-4,1.87E-5,1,Simbad,289.89923,49.58984
0.000000,292.95932,40.9031411,5709193,15.477, 1-17,3900,109,136,4.727,0.045,0.041,0.555,0.041,0.056,13.33,0.97,3329.1,128.9,,,0,0,,0,M17,Simbad,292.95932,40.90314,292.95932,40.9031411,5709193,1138.82,119,13.486,Mc2014,6487,no data,,6.739E-6,2,Simbad,292.95932,40.90314
0.000000,283.85638,49.6311489,11597669,16.032, 6- 9,3150,0,0,5.132,0.0,0.0,0.146,0.0,0.0,0.75,0.05,9119.8,1430.0,,,0,0,,1,M17,Simbad,283.85638,49.63115,283.85638,49.6311489,11597669,276.59,98,0.761,This work,16251,no data,,3.606E-5,0,Simbad,283.85638,49.63115
0.000000,299.8262,40.9083519,5739251,13.789, 1-17,3963,122,150,4.652,0.06,0.02,0.613,0.041,0.062,9.17,0.65,7609.7,326.7,,,,,,2,M17,Simbad,299.8262,40.90835,299.8262,40.9083519,5739251,1224.66,50,9.353,Mc2014,12578,no data,1.475319E-4,2.521E-5,2,Simbad,299.8262,40.90835
0.000000,288.46411,49.7050781,11655859,15.132, 1-17,3740,60,60,4.755,0.039,0.021,0.496,0.027,0.027,40.7,3.51,2448.2,54.6,,,0,0,,0,M17,Simbad,288.46411,49.70508,288.46411,49.7050781,11655859,1320.58,68,40.505,Mc2014,3461,no data,,1.431E-6,2,Simbad,288.46411,49.70508
0.000000,290.16183,41.0290489,5785806,15.648, 1-17,3900,140,140,4.727,0.054,0.041,0.555,0.046,0.061,8.15,0.56,4623.2,224.8,,,0,0,,0,M17,Simbad,290.16183,41.02905,290.16183,41.0290489,5785806,1157.71,74,8.257,Mc2014,7770,no data,,3.218E-6,2,Simbad,290.16183,41.02905
0.000000,288.75235,49.7118989,11656398,13.594, 0-17,3900,62,70,4.727,0.022,0.027,0.555,0.023,0.031,33.29,2.27,2215.6,51.7,,,0,0,,0,M17,Simbad,288.75235,49.7119,288.75235,49.7118989,11656398,1320.58,8,33.618,Mc2014,1267,no data,,3.23E-8,2,Simbad,288.75235,49.7119
0.000000,292.07428,41.07008,5791720,14.067, 1-17,3694,117,147,4.686,0.075,0.02,0.567,0.036,0.067,0.76,0.05,7366.9,1108.1,1,,0,0,,2,M17,Simbad,292.07428,41.07008,292.07428,41.07008,5791720,1067.88,609,0.765,Mc2014,13427,emission,2.499922E-4,7.054E-5,2,Simbad,292.07428,41.07008
0.000000,296.70416,49.7389411,11672056,13.585, 0-17,3820,120,147,4.682,0.07,0.025,0.582,0.045,0.067,35.43,2.49,4231.2,93.4,,,0,0,,0,M17,Simbad,296.70416,49.73894,296.70416,49.7389411,11672056,1320.58,55,36.24,Mc2014,6743,absorption,,2.503E-7,2,Simbad,296.70416,49.73894
0.000000,297.81277,49.75116,11674867,13.645, 1-17,3474,46,46,4.927,0.044,0.04,0.35,0.036,0.045,41.84,3.09,3453.8,70.6,,,0,0,,0,M17,Simbad,297.81277,49.75116,297.81277,49.75116,11674867,1320.58,24,41.733,Mc2014,5899,no data,,2.803E-7,2,Simbad,297.81277,49.75116
0.000000,285.63559,49.8227389,11702167,15.052, 1-17,3466,44,44,4.914,0.046,0.035,0.345,0.037,0.045,18.6,1.48,6367.9,233.9,,,0,0,,0,M17,Simbad,285.63559,49.82274,285.63559,49.8227389,11702167,1016.2,73,18.582,Mc2014,11187,no data,,2.896E-6,2,Simbad,285.63559,49.82274
0.000000,283.38007,41.1748581,5855096,15.088, 1-16,3967,55,55,4.697,0.024,0.018,0.569,0.023,0.023,12.36,0.96,3599.3,150.5,,,,,,0,M17,Simbad,283.38007,41.17486,283.38007,41.1748581,5855096,753.76,31,12.715,Rein2013,6037,no data,,1.713E-6,1,Simbad,283.38007,41.17486
0.000000,286.50613,49.8294719,11703456,15.137, 1-17,3990,47,53,4.708,0.016,0.024,0.581,0.019,0.026,2.88,0.17,506.7,59.9,1,-1.002,1,0,,0,M17,Simbad,286.50613,49.82947,286.50613,49.8294719,11703456,1016.2,49,2.906,Mc2014,1125,no data,,1.438E-6,2,Simbad,286.50613,49.82947
0.000000,283.71957,41.1313289,5855808,14.532, 1-16,3594,43,48,4.861,0.035,0.028,0.41,0.031,0.037,15.64,1.16,1909.0,75.0,,,0,0,,0,M17,Simbad,283.71957,41.13133,283.71957,41.1313289,5855808,753.76,115,15.631,Mc2014,3269,no data,,3.546E-6,2,Simbad,283.71957,41.13133
0.000000,283.74606,41.1558911,5855851,14.495, 1-16,3288,44,34,5.033,0.044,0.044,0.21,0.041,0.027,34.7,2.82,4222.4,111.2,,,0,0,,0,M17,Simbad,283.74606,41.15589,283.74606,41.1558911,5855851,753.76,35,34.801,Mc2014,6357,no data,,4.511E-7,2,Simbad,283.74606,41.15589
0.000000,285.01642,41.1627881,5858361,14.231, 1-16,3498,46,52,4.896,0.035,0.032,0.368,0.037,0.045,20.78,1.74,3410.6,108.7,,,0,0,,0,M17,Simbad,285.01642,41.16279,285.01642,41.1627881,5858361,753.76,157,20.942,Rein2013,6162,no data,,1.26E-5,1,Simbad,285.01642,41.16279
0.000000,285.50595,41.1814989,5859365,15.679, 1-16,3649,65,80,4.854,0.04,0.049,0.441,0.035,0.053,9.43,0.68,4852.0,238.8,,,0,0,,0,M17,Simbad,285.50595,41.1815,285.50595,41.1814989,5859365,753.76,133,9.622,Rein2013,10240,no data,,1.037E-5,1,Simbad,285.50595,41.1815
0.000000,289.02521,41.1782189,5867742,15.784, 1-17,3514,49,56,4.888,0.039,0.035,0.379,0.038,0.047,30.84,2.35,3421.5,88.9,,,0,0,,0,M17,Simbad,289.02521,41.17822,289.02521,41.1782189,5867742,1067.88,39,31.106,Mc2014,5048,no data,,1.226E-6,2,Simbad,289.02521,41.17822
0.000000,287.15854,49.9719011,11755098,16.657, 9- 9,3360,43,37,4.961,0.04,0.044,0.274,0.047,0.034,2.04,0.14,5911.3,610.4,,,0,0,,2,M17,Simbad,287.15854,49.9719,287.15854,49.9719011,11755098,97.41,35,2.061,This work,13454,no data,,5.408E-5,0,Simbad,287.15854,49.9719
0.000000,292.37531,49.9382781,11764055,15.406, 1-17,3704,98,109,4.752,0.059,0.027,0.501,0.04,0.049,19.39,1.39,2248.9,75.0,,,0,0,,0,M17,Simbad,292.37531,49.93828,292.37531,49.9382781,11764055,1140.89,19,19.728,Mc2014,3773,no data,,2.06E-6,2,Simbad,292.37531,49.93828
