angDist,_RAJ2000,_DEJ2000,KIC,Kpmag,Q,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,E_Sph,Fl1,DMK,Fl2,Fl3,Fl4,Fl5,M17,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,KIC,Date,FNum,Per,r_Per,Amp,Ha,HaLum,FLum,PCat,Simbad,_RA,_DE
0.000000,287.0144,46.8113211,9941718,15.601, 1-17,3521,42,47,4.928,0.036,0.04,0.358,0.033,0.045,3.65,0.25,5056.6,364.4,,,0,0,,2,M17,Simbad,287.0144,46.81132,287.0144,46.8113211,9941718,1234.74,548,3.703,Mc2014,9677,no data,,3.973E-5,2,Simbad,287.0144,46.81132
0.000000,287.31641,46.81171,9942231,16.878, 8- 8,3128,74,37,5.181,0.04,0.128,0.126,0.058,0.01,1.34,0.09,9822.2,1207.9,,,0,0,,1,M17,Simbad,287.31641,46.81171,287.31641,46.81171,9942231,66.96,17,1.353,This work,17740,no data,,1.095E-4,0,Simbad,287.31641,46.81171
0.000000,287.40701,39.3905561,4248433,15.739, 6- 9,3000,0,0,5.191,0.0,0.0,0.117,0.0,0.0,0.41,,8155.3,1716.4,1,,,,,2,M17,Simbad,287.40701,39.39056,287.40701,39.3905561,4248433,253.73,93,0.419,This work,16656,no data,,2.058E-5,0,Simbad,287.40701,39.39056
0.000000,289.36142,46.8923611,9945771,14.805, 1-17,3799,76,76,4.738,0.036,0.021,0.518,0.029,0.029,2.65,0.18,32038.1,2534.9,1,,0,0,,1,M17,Simbad,289.36142,46.89236,289.36142,46.8923611,9945771,1234.74,288,2.687,Mc2014,52015,absorption,,5.065E-5,2,Simbad,289.36142,46.89236
0.000000,292.1423,39.3002089,4264634,14.82, 1-17,3940,79,87,4.708,0.027,0.022,0.564,0.026,0.029,12.27,0.83,3553.5,138.0,,,,,,0,M17,Simbad,292.1423,39.30021,292.1423,39.3002089,4264634,804.09,101,12.426,Mc2014,7978,no data,,5.397E-6,2,Simbad,292.1423,39.30021
0.000000,294.66397,39.3869211,4275230,15.327, 1-17,3884,86,86,4.708,0.036,0.021,0.543,0.03,0.03,24.37,1.78,2688.2,94.6,,,0,0,,0,M17,Simbad,294.66397,39.38692,294.66397,39.3869211,4275230,982.04,24,24.383,Mc2014,4914,no data,,1.108E-6,2,Simbad,294.66397,39.38692
0.000000,281.06805,46.9746819,9991488,14.152, 1-17,3407,60,60,4.923,0.065,0.04,0.32,0.057,0.057,21.81,1.61,3519.7,100.6,,,0,0,,0,M17,Simbad,281.06805,46.97468,281.06805,46.9746819,9991488,1145.38,117,22.084,Mc2014,6448,no data,,1.174E-6,2,Simbad,281.06805,46.97468
0.000000,281.97385,46.91098,9992786,15.474, 1-17,3288,44,34,5.033,0.044,0.044,0.21,0.041,0.027,79.72,7.27,6700.9,101.0,,,0,0,,0,M17,Simbad,281.97385,46.91098,281.97385,46.91098,9992786,1145.38,40,,No period,1393,no data,,6.846E-7,1,Simbad,281.97385,46.91098
0.000000,288.86853,39.4961319,4355503,15.068, 1-17,3585,72,79,4.868,0.054,0.041,0.406,0.041,0.061,5.41,0.37,7242.3,412.7,,,0,0,,2,M17,Simbad,288.86853,39.49613,288.86853,39.4961319,4355503,982.04,462,5.454,Mc2014,13645,no data,,2.778E-5,2,Simbad,288.86853,39.49613
0.000000,289.47342,39.43528,4357520,15.045, 1-17,3746,102,114,4.736,0.054,0.027,0.516,0.039,0.048,16.99,1.37,4205.5,138.6,,,0,0,,0,M17,Simbad,289.47342,39.43528,289.47342,39.43528,4357520,982.04,61,17.096,Mc2014,7096,no data,,1.398E-6,2,Simbad,289.47342,39.43528
0.000000,295.91702,39.4152789,4383248,15.28, 1-17,3993,140,140,4.646,0.056,0.02,0.623,0.043,0.064,21.81,1.68,3126.3,104.8,,,0,0,,0,M17,Simbad,295.91702,39.41528,295.91702,39.4152789,4383248,982.04,62,22.149,Mc2014,5946,no data,,4.048E-6,2,Simbad,295.91702,39.41528
0.000000,282.17407,47.0243,10055337,15.049, 1-17,3985,47,51,4.678,0.03,0.012,0.568,0.023,0.019,8.74,0.62,5438.2,246.7,,,0,0,,0,M17,Simbad,282.17407,47.0243,282.17407,47.0243,10055337,1146.63,115,8.901,Mc2014,9143,no data,,3.505E-6,2,Simbad,282.17407,47.0243
0.000000,287.70221,47.07848,10065745,15.834, 1-17,3411,40,45,4.995,0.031,0.054,0.294,0.039,0.047,2.05,0.14,7363.8,699.7,1,,0,0,,2,M17,Simbad,287.70221,47.07848,287.70221,47.07848,10065745,1146.63,360,2.08,Mc2014,13265,no data,1.207013E-4,5.294E-5,2,Simbad,287.70221,47.07848
0.000000,288.51871,47.0183789,10067340,14.52, 1-17,3407,44,40,4.923,0.046,0.032,0.32,0.04,0.04,5.57,0.19,6224.6,492.1,,,,,,2,M17,Simbad,288.51871,47.01838,288.51871,47.0183789,10067340,1146.63,692,5.636,Mc2014,11926,no data,1.382929E-4,5.04E-5,1,Simbad,288.51871,47.01838
0.000000,294.14499,47.0740011,10081040,15.991, 4-17,3606,48,54,4.859,0.038,0.031,0.413,0.034,0.037,5.93,0.4,1917.0,128.0,,,,,,0,M17,Simbad,294.14499,47.074,294.14499,47.0740011,10081040,930.75,174,5.972,Mc2014,7738,no data,,1.307E-5,1,Simbad,294.14499,47.074
0.000000,294.46457,47.0454411,10081899,15.279, 1-17,3439,41,41,4.939,0.044,0.036,0.32,0.038,0.042,28.19,1.97,2082.1,57.5,,,0,0,,0,M17,Simbad,294.46457,47.04544,294.46457,47.0454411,10081899,1142.18,173,28.712,Mc2014,2754,no data,,4.935E-6,2,Simbad,294.46457,47.04544
0.000000,293.41434,39.526875,4470937,10.935, 1-17,3527,99,136,4.844,0.114,0.066,0.419,0.077,0.125,72.35,5.13,1063.7,18.7,,,0,0,,0,M17,Simbad,293.41434,39.52687,293.41434,39.526875,4470937,1067.88,107,,No period,200,no data,,1.714E-7,0,Simbad,293.41434,39.52687
0.000000,297.65714,47.0933111,10091786,15.998, 1-17,3526,52,52,4.93,0.049,0.036,0.335,0.044,0.044,13.61,0.97,2159.4,101.6,,,0,0,,0,M17,Simbad,297.65714,47.09331,297.65714,47.0933111,10091786,947.45,95,13.63,Mc2014,4764,no data,,4.631E-6,2,Simbad,297.65714,47.09331
0.000000,285.89905,39.6906389,4544623,15.999, 4-17,3624,58,72,4.848,0.045,0.036,0.425,0.036,0.044,3.45,0.24,7368.0,543.2,,,0,0,,2,M17,Simbad,285.89905,39.69064,285.89905,39.6906389,4544623,856.46,161,3.506,Mc2014,19211,no data,,2.455E-5,1,Simbad,285.89905,39.69064
0.000000,286.05875,39.6647189,4544988,13.887, 1-17,3762,117,143,4.804,0.126,0.063,0.448,0.069,0.103,41.55,3.3,1886.1,40.1,,,0,0,,0,M17,Simbad,286.05875,39.66472,286.05875,39.6647189,4544988,1067.88,26,,No period,5586,no data,,1.145E-7,0,Simbad,286.05875,39.66472
0.000000,282.89609,47.1726111,10121738,16.483,14-17,3838,120,147,4.651,0.072,0.018,0.609,0.035,0.06,2.8,0.19,9183.0,762.1,,,0,0,,0,M17,Simbad,282.89609,47.17261,282.89609,47.1726111,10121738,215.23,49,2.851,This work,15007,no data,,4.27E-5,0,Simbad,282.89609,47.17261
0.000000,286.4761,47.15403,10128760,15.831, 1-17,3439,51,46,4.901,0.042,0.035,0.351,0.04,0.045,16.76,1.52,6072.9,204.0,,,0,0,,0,M17,Simbad,286.4761,47.15403,286.4761,47.15403,10128760,1045.01,106,16.72,Mc2014,12452,no data,3.859138E-5,2.878E-6,2,Simbad,286.4761,47.15403
0.000000,293.91144,47.1423489,10146539,15.243, 1-17,3373,43,37,4.952,0.04,0.04,0.286,0.048,0.035,5.09,0.35,3881.8,237.1,,,0,0,,0,M17,Simbad,293.91144,47.14235,293.91144,47.1423489,10146539,1045.01,508,5.167,Mc2014,7113,no data,,2.862E-5,2,Simbad,293.91144,47.14235
0.000000,299.69852,47.1867289,10165815,15.306, 1-17,3661,82,100,4.806,0.055,0.04,0.469,0.037,0.056,20.77,1.81,579.4,27.0,,,,,,0,M17,Simbad,299.69852,47.18673,299.69852,47.1867289,10165815,853.86,31,19.872,Mc2014,1560,no data,,1.919E-6,2,Simbad,299.69852,47.18673
0.000000,282.36819,47.2023319,10188460,13.369, 0-17,3787,57,62,4.742,0.032,0.02,0.514,0.026,0.026,13.61,0.99,3328.6,119.0,,,,,,0,M17,Simbad,282.36819,47.20233,282.36819,47.2023319,10188460,1048.59,244,13.803,Mc2014,6053,absorption,,5.108E-6,2,Simbad,282.36819,47.20233
0.000000,293.32135,39.7090611,4660255,15.391, 1-17,3914,86,86,4.692,0.03,0.02,0.57,0.029,0.029,1.18,0.08,9737.3,1195.9,1,,,,,1,M17,Simbad,293.32135,39.70906,293.32135,39.7090611,4660255,1067.88,306,1.195,Mc2014,18958,no data,,1.764E-5,2,Simbad,293.32135,39.70906
0.000000,293.8945,39.7326089,4662431,15.977, 1-17,3537,63,63,4.921,0.055,0.04,0.342,0.046,0.051,14.9,1.21,3512.3,164.9,,,0,0,,0,M17,Simbad,293.8945,39.73261,293.8945,39.7326089,4662431,1067.88,144,14.832,Mc2014,17672,no data,,2.086E-5,2,Simbad,293.8945,39.73261
0.000000,286.85284,47.2503589,10196885,14.667, 1-17,3430,41,41,4.94,0.044,0.032,0.31,0.042,0.038,29.38,2.49,2085.7,54.1,,,,,,0,M17,Simbad,286.85284,47.25036,286.85284,47.2503589,10196885,1048.59,37,29.766,Mc2014,2746,no data,,5.008E-7,2,Simbad,286.85284,47.25036
0.000000,284.10287,39.80579,4726192,14.699, 1-16,3829,57,51,4.732,0.027,0.02,0.529,0.024,0.024,13.9,1.24,8840.4,333.8,,,1,0,,0,M17,Simbad,284.10287,39.80579,284.10287,39.80579,4726192,1011.29,172,13.799,Rein2013,16644,no data,,6.406E-6,1,Simbad,284.10287,39.80579
0.000000,286.6022,39.88271,4731525,14.06, 1-17,3422,54,54,4.914,0.06,0.04,0.334,0.049,0.055,43.92,3.12,2315.1,47.5,,,0,0,,0,M17,Simbad,286.6022,39.88271,286.6022,39.88271,4731525,1415.23,28,44.763,Mc2014,3146,no data,,2.041E-7,2,Simbad,286.6022,39.88271
0.000000,297.6723,47.2201881,10224595,14.405, 1-17,3250,0,0,5.084,0.0,0.0,0.179,0.0,0.0,58.36,5.89,1608.4,33.7,,,0,0,,0,M17,Simbad,297.6723,47.22019,297.6723,47.2201881,10224595,944.16,41,56.53,Mc2014,1353,no data,,5.16E-7,1,Simbad,297.6723,47.22019
0.000000,297.67615,47.2215,10224611,12.844, 0-17,3686,116,141,4.709,0.082,0.027,0.551,0.04,0.08,33.52,3.39,1199.2,33.5,,,0,0,,0,M17,Simbad,297.67615,47.2215,297.67615,47.2215,10224611,944.16,96,33.113,Mc2014,1411,no data,,6.674E-7,1,Simbad,297.67615,47.2215
0.000000,290.18268,39.8478089,4741455,15.167, 1-17,3801,76,83,4.752,0.042,0.025,0.499,0.031,0.034,4.95,0.34,10720.4,632.2,,,1,0,,0,M17,Simbad,290.18268,39.84781,290.18268,39.8478089,4741455,1415.23,528,5.019,Mc2014,17480,no data,,3.412E-5,2,Simbad,290.18268,39.84781
0.000000,294.99527,39.8480611,4758595,12.148, 0-17,3572,71,86,4.858,0.054,0.045,0.417,0.046,0.062,19.52,1.48,2941.5,93.9,,,0,0,,0,M17,Simbad,294.99527,39.84806,294.99527,39.8480611,4758595,1134.84,559,20.001,Rein2013,4932,no data,,1.421E-5,1,Simbad,294.99527,39.84806
0.000000,290.01724,47.3810811,10269616,15.39, 1-17,3348,43,37,4.972,0.044,0.044,0.263,0.048,0.032,43.32,3.05,7101.2,144.4,,,0,0,,0,M17,Simbad,290.01724,47.38108,290.01724,47.3810811,10269616,1325.4,28,43.35,Mc2014,11707,no data,,2.373E-7,2,Simbad,290.01724,47.38108
0.000000,296.18723,47.3424419,10285642,15.771, 1-17,3537,42,47,4.878,0.033,0.033,0.392,0.036,0.036,31.06,2.04,496.7,24.7,,,0,0,,0,M17,Simbad,296.18723,47.34244,296.18723,47.3424419,10285642,952.08,20,31.091,Mc2014,1540,no data,,8.957E-7,2,Simbad,296.18723,47.34244
0.000000,283.89172,39.9431611,4814229,15.895, 2- 3,3373,67,60,4.952,0.066,0.048,0.286,0.069,0.056,16.41,1.22,9429.0,365.9,,,0,0,,0,M17,Simbad,283.89172,39.94316,283.89172,39.9431611,4814229,177.95,56,16.636,Rein2013,17376,no data,,4.661E-5,1,Simbad,283.89172,39.94316
0.000000,282.29773,47.4313511,10320552,14.417, 1-17,3990,79,79,4.695,0.03,0.025,0.576,0.036,0.039,11.45,0.79,10864.3,417.4,,,0,0,,0,M17,Simbad,282.29773,47.43135,282.29773,47.4313511,10320552,1236.15,239,11.549,Mc2014,17400,no data,,6.611E-6,2,Simbad,282.29773,47.43135
0.000000,282.34631,47.4821511,10320656,12.893, 0-17,3755,66,74,4.774,0.039,0.028,0.485,0.03,0.033,18.86,1.36,2935.2,88.9,,,,,,0,M17,Simbad,282.34631,47.48215,282.34631,47.4821511,10320656,1236.15,198,19.108,Mc2014,5037,absorption,,2.57E-6,2,Simbad,282.34631,47.48215
0.000000,286.43732,39.96944,4819766,15.675, 1-17,3635,58,65,4.849,0.04,0.04,0.434,0.032,0.044,11.13,0.75,8497.9,341.2,,,,,,0,M17,Simbad,286.43732,39.96944,286.43732,39.96944,4819766,1415.23,197,11.378,Mc2014,15853,no data,,1.067E-5,2,Simbad,286.43732,39.96944
0.000000,289.0101,47.4469989,10332732,15.593, 1-17,3310,49,44,5.008,0.055,0.049,0.229,0.057,0.038,3.45,0.24,2458.2,195.6,,,0,0,,2,M17,Simbad,289.0101,47.447,289.0101,47.4469989,10332732,1236.15,737,3.492,Mc2014,4516,no data,,7.243E-5,2,Simbad,289.0101,47.447
0.000000,290.71216,47.4877011,10336624,12.707, 0-17,3506,70,84,4.888,0.06,0.066,0.403,0.051,0.083,33.52,3.86,1248.8,29.2,,,,,,0,M17,Simbad,290.71216,47.4877,290.71216,47.4877011,10336624,1236.15,134,33.337,Mc2014,1915,absorption,,8.076E-7,1,Simbad,290.71216,47.4877
0.000000,293.56604,39.9565661,4841888,12.334, 0-17,3336,111,81,5.031,0.115,0.115,0.218,0.118,0.064,33.52,2.91,2438.0,63.3,,,0,0,,0,M17,Simbad,293.56604,39.95657,293.56604,39.9565661,4841888,1134.84,170,35.71,This work,4991,no data,,4.242E-7,0,Simbad,293.56604,39.95657
0.000000,281.7262,47.54068,10384891,15.622, 2-17,3770,68,68,4.747,0.036,0.021,0.508,0.028,0.028,0.41,,30083.3,6100.5,1,,0,0,,1,M17,Simbad,281.7262,47.54068,281.7262,47.54068,10384891,1113.98,64,0.408,Mc2014,58722,no data,,5.524E-5,1,Simbad,281.7262,47.54068
0.000000,283.73837,47.5824581,10388283,15.158, 1-17,3396,44,40,4.933,0.048,0.036,0.308,0.044,0.04,38.77,2.92,1851.0,43.8,,,,,,0,M17,Simbad,283.73837,47.58246,283.73837,47.5824581,10388283,1147.45,43,38.849,Mc2014,2160,no data,,8.623E-7,2,Simbad,283.73837,47.58246
0.000000,284.86615,40.0250019,4904647,14.02, 1-16,3673,117,147,4.691,0.08,0.02,0.561,0.04,0.069,45.16,4.97,2612.3,70.6,,,0,0,,0,M17,Simbad,284.86615,40.025,284.86615,40.0250019,4904647,1101.11,38,41.679,Mc2014,4291,no data,,4.624E-7,2,Simbad,284.86615,40.025
0.000000,294.70078,47.5630189,10412044,15.182, 4-17,3651,73,73,4.802,0.048,0.032,0.461,0.034,0.042,1.38,0.09,10524.0,1172.7,,,,,,1,M17,Simbad,294.70078,47.56302,294.70078,47.5630189,10412044,933.98,376,1.402,Mc2014,19610,no data,,4.524E-5,1,Simbad,294.70078,47.56302
0.000000,283.15057,47.6719669,10452252,15.708, 2-17,3374,112,82,5.066,0.103,0.126,0.202,0.111,0.06,26.85,2.12,6602.9,173.2,,,0,0,1,0,M17,Simbad,283.15057,47.67197,283.15057,47.6719669,10452252,933.98,366,25.641,This work,12513,no data,,1.696E-5,0,Simbad,283.15057,47.67197
0.000000,283.49948,47.6852989,10452840,15.96, 8- 8,3323,45,35,4.995,0.04,0.04,0.24,0.048,0.028,1.47,0.1,5912.3,676.6,,,0,0,,2,M17,Simbad,283.49948,47.6853,283.49948,47.6852989,10452840,66.96,11,1.488,This work,9788,no data,,7.587E-5,0,Simbad,283.49948,47.6853
0.000000,292.53622,47.60202,10471960,15.439, 1-17,3585,65,72,4.868,0.045,0.041,0.406,0.037,0.056,7.19,0.49,9957.4,491.0,,,0,0,,0,M17,Simbad,292.53622,47.60202,292.53622,47.60202,10471960,967.45,314,7.279,Mc2014,19165,no data,,2.893E-5,2,Simbad,292.53622,47.60202
0.000000,298.24838,47.625805,10489175,13.812, 2-17,3663,115,141,4.747,0.105,0.037,0.511,0.055,0.103,36.18,3.27,2333.8,60.9,,,0,0,,0,M17,Simbad,298.24838,47.6258,298.24838,47.625805,10489175,739.15,28,34.364,This work,3934,absorption,,2.359E-7,0,Simbad,298.24838,47.6258
0.000000,298.77777,40.0923881,4953358,15.487, 1-17,3998,126,154,4.649,0.06,0.02,0.617,0.043,0.064,0.64,0.04,9018.6,1500.9,1,,0,0,,1,M17,Simbad,298.77777,40.09239,298.77777,40.0923881,4953358,1415.23,256,0.65,Mc2014,23285,no data,,2.153E-5,2,Simbad,298.77777,40.09239
0.000000,285.69077,47.72287,10522057,15.889, 7- 7,3237,41,25,5.096,0.055,0.05,0.17,0.039,0.026,2.41,0.17,6367.9,564.7,,,0,0,,2,M17,Simbad,285.69077,47.72287,285.69077,47.72287,10522057,89.35,47,2.431,This work,11704,no data,,6.249E-5,0,Simbad,285.69077,47.72287
0.000000,287.20157,40.1722719,4997179,15.346, 1-17,3288,44,34,5.033,0.044,0.044,0.21,0.041,0.027,66.57,7.84,1531.5,29.0,,,0,0,,0,M17,Simbad,287.20157,40.17227,287.20157,40.1722719,4997179,1415.23,19,,No period,867,no data,,2.119E-7,1,Simbad,287.20157,40.17227
0.000000,296.83282,47.79052,10548508,15.386, 1-17,3328,55,45,4.991,0.05,0.05,0.244,0.055,0.037,9.17,0.64,7137.0,320.6,,,0,0,,0,M17,Simbad,296.83282,47.79052,296.83282,47.79052,10548508,862.45,292,9.26,Mc2014,12536,no data,,2.332E-5,2,Simbad,296.83282,47.79052
0.000000,296.86847,47.71611,10548640,15.559, 1-17,3727,116,142,4.679,0.072,0.022,0.576,0.036,0.068,0.95,0.06,9488.1,1306.5,1,,0,0,,1,M17,Simbad,296.86847,47.71611,296.86847,47.71611,10548640,862.45,244,0.965,Mc2014,13589,no data,,4.317E-5,2,Simbad,296.86847,47.71611
0.000000,293.48569,40.1818389,5016904,15.151, 1-17,3381,74,67,4.979,0.065,0.065,0.265,0.072,0.052,24.2,1.96,3422.6,113.1,,,0,0,,0,M17,Simbad,293.48569,40.18184,293.48569,40.1818389,5016904,1134.84,287,23.81,This work,6294,no data,,1.165E-5,0,Simbad,293.48569,40.18184
0.000000,284.2757,47.8246311,10584063,15.651, 2-17,3323,45,40,4.995,0.045,0.045,0.24,0.048,0.032,1.58,0.11,4655.6,516.2,,,,,,2,M17,Simbad,284.2757,47.82463,284.2757,47.8246311,10584063,1209.34,224,1.602,Mc2014,6171,no data,1.405843E-4,2.569E-5,2,Simbad,284.2757,47.82463
0.000000,298.77606,40.1553381,5041192,15.517, 1-17,3601,71,78,4.91,0.066,0.054,0.363,0.055,0.067,10.61,0.38,4140.2,250.1,,,,,,0,M17,Simbad,298.77606,40.15534,298.77606,40.1553381,5041192,1220.72,117,10.729,Mc2014,10511,no data,,3.13E-6,2,Simbad,298.77606,40.15534
0.000000,285.95322,47.88332,10587237,15.675, 1-17,3974,131,143,4.696,0.039,0.032,0.592,0.042,0.054,0.95,0.06,28652.0,3843.4,1,,0,0,,1,M17,Simbad,285.95322,47.88332,285.95322,47.88332,10587237,1110.85,160,0.962,Mc2014,40861,no data,,2.326E-5,2,Simbad,285.95322,47.88332
0.000000,288.49518,47.8447189,10592027,16.49,14-17,3839,120,147,4.68,0.068,0.023,0.583,0.045,0.073,1.1,0.07,3662.7,543.7,,,,,,2,M17,Simbad,288.49518,47.84472,288.49518,47.8447189,10592027,312.39,51,1.116,This work,10289,no data,,7.073E-5,0,Simbad,288.49518,47.84472
0.000000,286.31931,40.2300911,5083330,15.735, 2-17,3785,49,49,4.724,0.03,0.015,0.53,0.026,0.022,1.93,0.13,9041.5,871.5,1,,0,0,,0,M17,Simbad,286.31931,40.23009,286.31931,40.2300911,5083330,1187.25,344,1.96,Mc2014,25245,no data,,4.181E-5,2,Simbad,286.31931,40.23009
0.000000,290.505,40.2666589,5095098,15.057, 1-17,3989,99,109,4.714,0.031,0.035,0.581,0.037,0.046,0.73,0.05,24133.7,3637.1,1,,0,0,,1,M17,Simbad,290.505,40.26666,290.505,40.2666589,5095098,1123.1,134,0.742,Mc2014,47802,no data,,3.106E-5,2,Simbad,290.505,40.26666
0.000000,299.31833,47.8018611,10622511,13.226, 0-17,3750,117,143,4.707,0.084,0.03,0.551,0.045,0.083,17.48,1.57,2242.5,76.8,,,,,,0,M17,Simbad,299.31833,47.80186,299.31833,47.8018611,10622511,1131.15,218,15.894,Rein2013,4429,absorption,,2.369E-6,1,Simbad,299.31833,47.80186
0.000000,282.6889,47.9719119,10647081,12.253, 0-17,3396,102,112,4.876,0.117,0.063,0.378,0.071,0.131,67.97,5.34,2973.5,47.1,,,0,0,,0,M17,Simbad,282.6889,47.97191,282.6889,47.9719119,10647081,1318.13,81,32.787,This work,2669,absorption,,1.714E-7,0,Simbad,282.6889,47.97191
0.000000,294.94989,40.2899211,5110832,15.07, 1-17,3422,46,46,4.914,0.048,0.032,0.334,0.045,0.045,27.04,2.2,2306.6,74.9,,,,,,0,M17,Simbad,294.94989,40.28992,294.94989,40.2899211,5110832,842.7,46,26.574,Mc2014,2867,no data,,2.652E-6,2,Simbad,294.94989,40.28992
0.000000,295.90225,47.9708211,10676126,15.434, 1-17,3609,48,54,4.854,0.038,0.031,0.418,0.031,0.038,23.71,2.34,164.4,15.7,,,0,0,,0,M17,Simbad,295.90225,47.97082,295.90225,47.9708211,10676126,1131.15,54,24.266,Mc2014,539,no data,,2.8E-6,1,Simbad,295.90225,47.97082
0.000000,281.32007,48.0823589,10709619,15.169, 1-17,3288,44,34,5.033,0.044,0.044,0.21,0.044,0.027,36.43,2.71,3396.2,78.0,,,0,0,,0,M17,Simbad,281.32007,48.08236,281.32007,48.0823589,10709619,1223.48,79,36.992,Mc2014,5551,no data,,1.277E-6,2,Simbad,281.32007,48.08236
0.000000,281.65094,48.0173911,10710233,16.226,14-17,3869,120,147,4.653,0.063,0.018,0.611,0.035,0.06,2.08,0.17,2460.0,274.1,,,,,,2,M17,Simbad,281.65094,48.01739,281.65094,48.0173911,10710233,312.39,76,2.47,This work,4852,no data,,5.312E-5,0,Simbad,281.65094,48.01739
0.000000,281.93329,48.0562289,10710753,15.502, 1-17,3991,99,99,4.668,0.035,0.017,0.587,0.033,0.027,0.64,0.04,13751.2,2259.3,1,,0,0,,1,M17,Simbad,281.93329,48.05623,281.93329,48.0562289,10710753,1223.48,99,0.649,Mc2014,24538,no data,,2.262E-5,2,Simbad,281.93329,48.05623
0.000000,283.28342,48.03167,10713157,13.365, 0-17,3748,75,75,4.796,0.054,0.036,0.461,0.042,0.042,28.58,2.12,4246.1,104.1,,,0,0,,0,M17,Simbad,283.28342,48.03167,283.28342,48.03167,10713157,1223.48,39,28.996,Mc2014,6274,absorption,,2.111E-7,2,Simbad,283.28342,48.03167
0.000000,292.09033,48.0264019,10731839,11.946, 0-17,3256,39,29,5.071,0.044,0.044,0.184,0.036,0.024,45.47,3.07,2018.2,39.3,,,,,,0,M17,Simbad,292.09033,48.0264,292.09033,48.0264019,10731839,1223.48,303,46.115,Mc2014,1394,absorption,,1.859E-6,1,Simbad,292.09033,48.0264
0.000000,298.90012,48.0932389,10753072,15.444, 1-17,3489,46,46,4.908,0.033,0.033,0.359,0.038,0.041,24.71,2.4,1095.1,37.0,,,0,0,,0,M17,Simbad,298.90012,48.09324,298.90012,48.0932389,10753072,1036.5,165,24.723,Rein2013,4008,no data,4.311501E-5,1.341E-5,1,Simbad,298.90012,48.09324
0.000000,286.21524,48.1266711,10784750,16.077,14-17,3738,116,142,4.676,0.072,0.022,0.579,0.036,0.068,19.79,1.91,6343.0,198.8,,,0,0,,0,M17,Simbad,286.21524,48.12667,286.21524,48.1266711,10784750,226.54,27,20.408,This work,13014,no data,,9.602E-6,0,Simbad,286.21524,48.12667
0.000000,289.21344,48.1790081,10790812,15.81, 1-17,3875,50,46,4.695,0.03,0.012,0.557,0.025,0.02,1.05,0.07,15519.0,1996.2,1,,0,0,,1,M17,Simbad,289.21344,48.17901,289.21344,48.1790081,10790812,1223.48,390,1.066,Mc2014,30712,no data,8.981945E-5,4.274E-5,2,Simbad,289.21344,48.17901
0.000000,291.56174,48.18552,10796551,14.404, 1-17,3860,97,97,4.745,0.058,0.031,0.499,0.047,0.047,15.86,1.27,1418.9,51.3,,,0,0,,0,M17,Simbad,291.56174,48.18552,291.56174,48.18552,10796551,1223.48,51,15.999,Mc2014,2520,no data,,7.889E-7,2,Simbad,291.56174,48.18552
0.000000,293.1059,48.16045,10800330,15.075, 1-17,3553,42,53,4.906,0.028,0.038,0.379,0.031,0.041,18.34,1.36,2393.4,79.4,,,,,,0,M17,Simbad,293.1059,48.16045,293.1059,48.16045,10800330,1156.52,65,18.491,Mc2014,4736,no data,,7.531E-7,2,Simbad,293.1059,48.16045
0.000000,293.4791,48.1374211,10801273,10.565, 0-17,3971,71,87,4.702,0.04,0.036,0.592,0.044,0.064,28.38,1.9,1231.6,30.2,,,0,0,,0,M17,Simbad,293.4791,48.13742,293.4791,48.1374211,10801273,1156.52,52,29.23,Mc2014,1769,absorption,,7.72E-8,2,Simbad,293.4791,48.13742
0.000000,283.19388,40.4956211,5252367,14.433, 1-16,3323,50,45,4.995,0.045,0.045,0.24,0.052,0.034,69.4,7.86,1708.1,32.6,,,0,0,,0,M17,Simbad,283.19388,40.49562,283.19388,40.4956211,5252367,914.13,31,41.45,Mc2014,658,no data,,3.406E-7,1,Simbad,283.19388,40.49562
0.000000,290.12921,48.2084811,10857583,15.083, 1-17,3577,42,48,4.94,0.04,0.04,0.346,0.033,0.045,10.83,0.72,16306.8,644.2,,,0,0,,2,M17,Simbad,290.12921,48.20848,290.12921,48.2084811,10857583,1058.89,501,10.968,Mc2014,31968,absorption,,4.602E-5,2,Simbad,290.12921,48.20848
0.000000,296.24713,48.2115519,10872868,15.125, 1-17,3430,44,41,4.937,0.044,0.032,0.31,0.045,0.038,1.64,0.11,535.8,81.8,,,,,,0,M17,Simbad,296.24713,48.21155,296.24713,48.2115519,10872868,876.14,141,1.662,Rein2013,1431,no data,,1.007E-5,1,Simbad,296.24713,48.21155
0.000000,287.78394,40.4158711,5262561,15.382, 4-17,3625,65,72,4.789,0.052,0.028,0.467,0.034,0.043,7.82,0.58,12835.0,602.1,,,1,0,,0,M17,Simbad,287.78394,40.41587,287.78394,40.4158711,5262561,831.88,337,7.907,Mc2014,23540,no data,,4.516E-5,1,Simbad,287.78394,40.41587
0.000000,298.66586,48.2446211,10880514,15.987, 1-17,3323,45,35,4.995,0.04,0.04,0.24,0.048,0.028,33.75,2.49,1036.7,40.5,,,0,0,,0,M17,Simbad,298.66586,48.24462,298.66586,48.2446211,10880514,970.79,48,34.906,Mc2014,2166,no data,,2.613E-6,1,Simbad,298.66586,48.24462
