angDist,_RAJ2000,_DEJ2000,KIC,Kpmag,Q,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,E_Sph,Fl1,DMK,Fl2,Fl3,Fl4,Fl5,M17,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,OT,Name,RAJ2000,DEJ2000,CaH2,CaH3,TiO5,SNR,SpT,Gmag,Ksmag,W2mag,E(B-V),Dist,RVel,[M/H],Cl,MCat,Gaia,WISEA,2M
0.000000,287.12534,47.52327,10394504,15.925," 1-17",3945,63,79,4.73,0.018,0.033,0.569,0.02,0.032,34.7,3.37,1987.8,53.8,,,0,0,,0,M17,Simbad,287.12534,47.52327,287.12534,47.52327,D,J190830.08+473123.7,287.12534,47.52327,0.806,0.903,0.823,62.0,dKr7.5,15.82,12.969,12.971,0.04,528,-6,,m,0,Gaia,WISEA,2M
0.000036,287.56281,47.5786289,10395312,15.907," 1-17",3553,48,53,4.906,0.035,0.042,0.379,0.034,0.046,19.93,1.52,3365.2,110.3,,,0,0,,0,M17,Simbad,287.56281,47.57863,287.56281,47.57862889,D,J191015.07+473443.0,287.56281,47.578629,0.64,0.823,0.67,80.5,dMs1.0,15.823,12.613,12.457,0.02,290,-14,,m,0,Gaia,WISEA,2M
0.034719,297.49268,39.8699111,4770707,14.352," 1-17",3468,45,41,4.938,0.045,0.031,0.313,0.04,0.036,43.02,3.28,2224.3,46.7,,,0,0,,0,M17,Simbad,297.49268,39.86991,297.49267,39.86991694,D,J194958.24+395211.7,297.49267,39.869917,0.636,0.838,0.683,36.0,dMp1.5,14.316,11.041,10.814,0.01,91,-24,,m,1,Gaia,WISEA,2M
0.000036,287.96832,47.5105511,10396034,14.783," 1-17",4194,131,146,4.615,0.052,0.017,0.655,0.045,0.055,14.39,1.34,828.7,35.5,,,0,0,,0,M17,Simbad,287.96832,47.51055,287.96832,47.51055111,D,J191152.39+473037.9,287.96832,47.510551,0.8,0.899,0.834,116.4,dKs7.5,14.711,11.908,11.89,0.03,261,-3,,m,0,Gaia,WISEA,2M
0.000144,288.80078,47.5788381,10397669,13.815," 1-17",4162,124,124,4.65,0.053,0.025,0.592,0.059,0.053,36.69,6.25,584.1,15.1,,,0,0,,0,M17,Simbad,288.80078,47.57884,288.80078,47.57883806,D,J191512.18+473443.8,288.80078,47.578838,0.862,0.931,0.893,110.6,dKs7.0,13.768,11.02,10.934,0.01,158,-5,,m,0,Gaia,WISEA,2M
0.000036,290.76813,47.5120511,10402088,16.031," 8- 8",3781,76,83,4.756,0.035,0.032,0.516,0.03,0.037,17.84,1.42,663.7,72.5,,,0,0,,0,M17,Simbad,290.76813,47.51205,290.76813,47.51205111,D,J192304.35+473043.3,290.76813,47.512051,0.728,0.875,0.785,86.2,dMp0.0,15.979,12.99,12.809,0.03,310,,,m,0,Gaia,WISEA,2M
0.000036,292.30655,47.5536611,10405926,15.113," 1-17",4503,137,137,4.59,0.036,0.027,0.768,0.028,0.052,31.94,2.96,361.2,14.4,,,0,0,,0,M17,Simbad,292.30655,47.55366,292.30655,47.55366111,D,J192913.57+473313.1,292.30655,47.553661,0.89,0.931,0.878,105.3,dKr7.0,15.015,12.447,12.395,0.03,474,6,,m,0,Gaia,WISEA,2M
0.000144,292.67542,47.5845181,10406791,14.783," 1-17",3746,60,60,4.755,0.039,0.021,0.499,0.027,0.03,31.93,2.26,4724.2,111.9,,,0,0,,0,M17,Simbad,292.67542,47.58452,292.67542,47.58451806,D,J193042.10+473504.2,292.67542,47.584518,0.707,0.858,0.742,140.7,dMs0.5,14.648,11.62,11.542,0.04,200,-32,,m,0,Gaia,WISEA,2M
0.000000,286.43732,39.96944,4819766,15.675," 1-17",3635,58,65,4.849,0.04,0.04,0.434,0.032,0.044,11.13,0.75,8497.9,341.2,,,,,,0,M17,Simbad,286.43732,39.96944,286.43732,39.96944,D,J190544.95+395809.9,286.43732,39.96944,0.691,0.84,0.732,86.6,dMs0.5,,,,,,-7,,u,0,Gaia,WISEA,2M
0.000144,294.59683,47.5990031,10411796,12.66," 1-17",3847,121,162,4.714,0.084,0.036,0.548,0.056,0.084,0.73,0.05,10133.6,1555.6,1,,0,0,,2,M17,Simbad,294.59683,47.599,294.59683,47.59900306,D,J193823.23+473556.4,294.59683,47.599003,0.735,0.859,0.787,270.9,dMp0.0,12.581,9.525,9.041,0.01,110,-2,,m,0,Gaia,WISEA,2M
0.000036,297.43842,47.5402411,10420508,15.993," 1-17",3498,62,69,4.896,0.05,0.041,0.368,0.047,0.057,34.7,3.42,1337.1,47.4,,,0,0,,0,M17,Simbad,297.43842,47.54024,297.43842,47.54024111,D,J194945.22+473224.8,297.43842,47.540241,0.617,0.818,0.651,49.4,dMs1.0,15.93,12.695,12.502,0.02,218,3,,m,0,Gaia,WISEA,2M
0.000000,298.01227,47.59079,10422607,13.704," 1-17",4091,109,121,4.648,0.056,0.02,0.602,0.051,0.063,37.19,2.7,1339.6,34.8,,,0,0,,0,M17,Simbad,298.01227,47.59079,298.01227,47.59079,D,J195202.94+473526.8,298.01227,47.59079,0.803,0.89,0.832,118.3,dKs7.5,13.653,10.817,10.723,0.01,149,-23,,m,0,Gaia,WISEA,2M
0.000144,298.51895,47.5026019,10424420,15.906," 4-17",4286,151,166,4.663,0.031,0.038,0.666,0.051,0.068,24.72,2.76,221.9,18.4,,,,,,0,M17,Simbad,298.51895,47.5026,298.51895,47.50260194,D,J195404.54+473009.3,298.51895,47.502602,0.895,0.945,0.904,96.2,dKr7.0,15.754,13.13,12.416,0.07,607,-51,,m,0,Gaia,WISEA,2M
0.027994,280.88074,47.67506,10448490,13.636," 1-17",4294,129,129,4.609,0.053,0.018,0.654,0.057,0.051,15.0,1.21,1428.8,51.1,,,,,,0,M17,Simbad,280.88074,47.67506,280.88075,47.67505611,D,J184331.38+474030.2,280.88075,47.675056,0.912,0.954,0.911,83.2,dKr7.0,13.794,10.947,10.91,0.02,231,-36,,m,0,Gaia,WISEA,2M
0.000036,293.56604,39.9565661,4841888,12.334," 0-17",3336,111,81,5.031,0.115,0.115,0.218,0.118,0.064,33.52,2.91,2438.0,63.3,,,0,0,,0,M17,Simbad,293.56604,39.95657,293.56604,39.95656611,D,J193415.84+395723.6,293.56604,39.956566,0.649,0.83,0.689,329.5,dMs1.0,11.896,8.684,8.508,0.0,43,,,m,0,Gaia,WISEA,2M
0.000036,295.0444,39.9187011,4847713,13.274," 0-17",4264,128,141,4.625,0.052,0.02,0.628,0.063,0.056,42.02,1.61,279.6,11.4,,,0,0,,0,M17,Simbad,295.0444,39.9187,295.0444,39.91870111,D,J194010.65+395507.3,295.0444,39.918701,0.9,0.954,0.893,80.6,dKr7.0,13.211,10.514,10.483,0.02,163,-18,,m,0,Gaia,WISEA,2M
0.000000,284.3656,47.65353,10454492,15.118,14-17,3694,116,141,4.686,0.075,0.02,0.567,0.036,0.072,64.75,7.43,3315.7,99.9,,,0,0,,0,M17,Simbad,284.3656,47.65353,284.3656,47.65353,D,J185727.74+473912.7,284.3656,47.65353,0.538,0.767,0.576,132.5,dMs2.5,15.098,11.607,11.274,0.0,98,,,m,0,Gaia,WISEA,2M
0.000144,287.04779,47.6308519,10459632,15.648," 1-17",3439,54,54,4.901,0.054,0.036,0.351,0.046,0.057,23.05,1.55,2826.4,85.9,,,,,,0,M17,Simbad,287.04779,47.63085,287.04779,47.63085194,D,J190811.46+473751.0,287.04779,47.630852,0.578,0.8,0.587,118.8,dMr1.5,,,,,,-22,,u,0,Gaia,WISEA,2M
0.000036,290.8912,47.6828611,10467986,15.935," 1-17",4174,124,137,4.67,0.063,0.027,0.56,0.062,0.05,20.21,1.66,1048.0,43.9,,,0,0,,0,M17,Simbad,290.8912,47.68286,290.8912,47.68286111,D,J192333.88+474058.2,290.8912,47.682861,0.892,0.948,0.912,58.3,dKr7.0,15.794,13.163,13.144,0.04,475,-2,,m,0,Gaia,WISEA,2M
0.000000,283.96869,40.08112,4902806,14.596," 1-16",3521,42,47,4.928,0.036,0.04,0.358,0.033,0.045,38.24,2.98,2350.0,64.1,,,0,0,,0,M17,Simbad,283.96869,40.08112,283.96869,40.08112,D,J185552.48+400452.0,283.96869,40.08112,0.63,0.817,0.646,47.1,dMs1.0,14.48,11.257,11.064,0.02,134,-18,,m,0,Gaia,WISEA,2M
0.000144,284.86615,40.0250019,4904647,14.02," 1-16",3673,117,147,4.691,0.08,0.02,0.561,0.04,0.069,45.16,4.97,2612.3,70.6,,,0,0,,0,M17,Simbad,284.86615,40.025,284.86615,40.02500194,D,J185927.87+400130.0,284.86615,40.025002,0.551,0.777,0.541,149.1,dMr2.0,13.86,10.389,10.14,0.04,69,-26,,m,0,Gaia,WISEA,2M
0.000036,292.41226,47.6015511,10471681,15.479," 1-17",3540,42,47,4.836,0.039,0.025,0.422,0.035,0.035,45.47,4.42,1593.5,36.9,,,0,0,,0,M17,Simbad,292.41226,47.60155,292.41226,47.60155111,D,J192938.94+473605.5,292.41226,47.601551,0.632,0.834,0.646,33.3,dMr1.0,15.504,12.09,11.836,0.03,241,-30,,m,0,Gaia,WISEA,2M
0.000000,292.47919,47.60535,10471832,13.92," 1-17",4192,126,139,4.622,0.052,0.017,0.639,0.054,0.054,31.49,2.59,1858.7,45.5,,,0,0,,0,M17,Simbad,292.47919,47.60535,292.47919,47.60535,D,J192955.00+473619.2,292.47919,47.60535,0.856,0.933,0.89,116.3,dKs7.0,13.88,11.064,11.002,0.02,185,-10,,m,0,Gaia,WISEA,2M
0.000036,286.46454,40.0023989,4908089,14.544," 1-17",3900,117,128,4.727,0.044,0.04,0.555,0.041,0.056,24.04,2.67,472.6,17.4,,,0,0,,0,M17,Simbad,286.46454,40.0024,286.46454,40.00239889,D,J190551.48+400008.6,286.46454,40.002399,0.776,0.896,0.826,219.7,dKp7.5,14.399,11.516,11.429,0.04,195,2,,m,0,Gaia,WISEA,2M
0.000036,286.69553,40.0409089,4908565,15.871," 1-17",3900,62,62,4.727,0.022,0.024,0.555,0.023,0.027,17.72,1.44,854.3,40.3,,,0,0,,0,M17,Simbad,286.69553,40.04091,286.69553,40.04090889,D,J190646.92+400227.2,286.69553,40.040909,0.813,0.909,0.836,78.7,dKr7.5,15.689,12.948,12.847,0.07,394,11,,m,0,Gaia,WISEA,2M
0.000144,287.0069,40.0324519,4909253,15.688," 1-17",4215,126,126,4.626,0.049,0.021,0.63,0.059,0.054,6.35,0.44,2504.5,147.8,,-0.202,0,0,,0,M17,Simbad,287.0069,40.03245,287.0069,40.03245194,D,J190801.65+400156.8,287.0069,40.032452,0.819,0.921,0.825,63.2,dKr7.5,15.381,12.799,12.767,0.1,431,-51,,m,0,Gaia,WISEA,2M
0.000144,297.33228,47.6527481,10485913,13.959," 1-17",4008,139,153,4.658,0.064,0.024,0.593,0.054,0.066,22.91,2.57,333.8,15.7,,,0,0,,0,M17,Simbad,297.33228,47.65275,297.33228,47.65274806,D,J194919.74+473909.8,297.33228,47.652748,0.755,0.887,0.794,141.1,dMs0.0,13.918,10.896,10.798,0.01,137,-35,,m,0,Gaia,WISEA,2M
0.097134,298.24838,47.625805,10489175,13.812," 2-17",3663,115,141,4.747,0.105,0.037,0.511,0.055,0.103,36.18,3.27,2333.8,60.9,,,0,0,,0,M17,Simbad,298.24838,47.6258,298.24842,47.62580611,D,J195259.62+473732.9,298.24842,47.625806,0.653,0.832,0.687,116.4,dMs1.0,13.133,9.954,9.839,0.01,89,-59,,m,1,Gaia,WISEA,2M
0.000036,289.573,40.0796389,4916269,13.118," 0-17",4360,118,144,4.689,0.063,0.027,0.54,0.049,0.037,30.43,2.89,513.3,14.0,,,1,0,,0,M17,Simbad,289.573,40.07964,289.573,40.07963889,D,J191817.52+400446.7,289.573,40.079639,0.88,0.933,0.887,135.4,dKr7.0,13.24,10.623,10.598,0.02,222,-1,,m,0,Gaia,WISEA,2M
0.000036,298.25812,47.6049389,10489206,14.752," 1-17",3808,76,84,4.754,0.036,0.036,0.534,0.035,0.042,14.39,1.04,3590.4,139.2,,,0,0,0,0,M17,Simbad,298.25812,47.60494,298.25812,47.60493889,D,J195301.94+473617.7,298.25812,47.604939,0.71,0.856,0.76,133.9,dMp0.5,14.723,11.677,11.551,0.02,183,-12,,m,0,Gaia,WISEA,2M
0.000036,298.50357,47.6384889,10490027,15.694," 1-17",3900,116,128,4.727,0.055,0.04,0.555,0.05,0.063,39.04,3.6,1295.4,42.6,,,0,0,,0,M17,Simbad,298.50357,47.63849,298.50357,47.63848889,D,J195400.85+473818.5,298.50357,47.638489,0.794,0.901,0.837,101.9,dKs7.5,15.568,12.739,12.585,0.03,315,4,,m,0,Gaia,WISEA,2M
0.000144,298.94302,47.6441119,10491684,14.376," 1-17",3812,61,61,4.767,0.046,0.028,0.484,0.039,0.032,24.03,2.1,769.5,26.9,,,0,0,,0,M17,Simbad,298.94302,47.64411,298.94302,47.64411194,D,J195546.32+473838.8,298.94302,47.644112,0.786,0.898,0.822,137.5,dKp7.5,14.303,11.385,11.292,0.02,161,-39,,m,0,Gaia,WISEA,2M
0.000144,290.13254,40.0917281,4918333,13.664," 1-17",3870,121,148,4.687,0.075,0.03,0.566,0.052,0.076,19.66,1.44,3635.9,108.4,,,0,0,,0,M17,Simbad,290.13254,40.09173,290.13254,40.09172806,D,J192031.80+400530.2,290.13254,40.091728,0.668,0.842,0.716,205.8,dMs0.5,13.612,10.443,10.309,0.01,102,2,,m,0,Gaia,WISEA,2M
0.084498,282.00482,47.7318731,10515478,13.012," 0-17",4223,150,150,4.614,0.053,0.018,0.665,0.047,0.057,28.58,2.0,2352.4,58.4,,,0,0,,0,M17,Simbad,282.00482,47.73187,282.00479,47.73186111,D,J184801.15+474354.6,282.00479,47.731861,0.875,0.932,0.896,128.4,dKs7.0,12.68,9.93,9.891,0.01,106,9,,m,0,Gaia,WISEA,2M
0.031351,293.27884,40.0851711,4929016,13.702," 1-17",4090,123,123,4.642,0.056,0.018,0.611,0.051,0.057,11.69,0.85,17723.2,741.4,,,1,0,,0,M17,Simbad,293.27884,40.08517,293.27883,40.08516694,D,J193306.91+400506.6,293.27883,40.085167,0.827,0.907,0.855,83.1,dKr7.5,13.737,10.731,10.625,0.03,216,-1,,m,1,Gaia,WISEA,2M
0.003024,293.69458,40.0800289,4930560,10.939," 0-17",4085,74,82,4.666,0.04,0.015,0.573,0.032,0.032,10.25,0.74,8058.8,345.6,,,1,0,,0,M17,Simbad,293.69458,40.08003,293.69458,40.08002806,D,J193446.69+400448.1,293.69458,40.080028,0.861,0.915,0.89,249.8,dKs7.0,10.924,8.219,8.153,0.01,71,-11,,m,0,Gaia,WISEA,2M
0.144990,287.34674,47.7729611,10525027,14.22," 1-17",3758,75,85,4.769,0.04,0.04,0.528,0.034,0.046,28.19,2.06,2644.9,67.6,,,0,0,0,0,M17,Simbad,287.34674,47.77296,287.34678,47.77293111,D,J190923.22+474622.5,287.34678,47.772931,0.771,0.891,0.816,190.4,dKp7.5,14.109,11.175,11.097,0.02,162,-11,,m,0,Gaia,WISEA,2M
0.000000,287.36404,47.78521,10525049,13.977," 1-17",3872,77,84,4.714,0.027,0.03,0.585,0.028,0.038,30.63,2.31,2393.9,58.6,,,0,0,1,0,M17,Simbad,287.36404,47.78521,287.36404,47.78521,D,J190927.36+474706.7,287.36404,47.78521,0.708,0.871,0.759,45.7,dMs0.5,13.868,10.865,10.771,0.02,193,8,,m,0,Gaia,WISEA,2M
0.034835,289.56793,47.7609789,10529541,14.405," 1-17",3900,46,50,4.727,0.017,0.022,0.555,0.02,0.025,16.08,1.34,1752.5,61.6,,,0,0,,0,M17,Simbad,289.56793,47.76098,289.56792,47.76097194,D,J191816.30+474539.4,289.56792,47.760972,0.733,0.861,0.794,27.0,sdKr7.5,14.338,11.431,11.373,0.02,267,55,,m,0,Gaia,WISEA,2M
0.000036,289.67612,47.7279589,10529777,15.715," 1-17",4199,126,126,4.646,0.052,0.024,0.596,0.061,0.055,23.21,1.72,2091.7,66.6,,,0,0,,0,M17,Simbad,289.67612,47.72796,289.67612,47.72795889,D,J191842.26+474340.6,289.67612,47.727959,0.842,0.915,0.881,76.1,dKs7.0,15.638,12.835,12.837,0.02,415,-21,,m,0,Gaia,WISEA,2M
0.000144,291.04919,47.7830581,10533168,14.82," 1-17",4518,137,137,4.56,0.064,0.016,0.74,0.043,0.048,16.3,1.31,1387.9,51.2,,,0,0,,0,M17,Simbad,291.04919,47.78306,291.04919,47.78305806,D,J192411.80+474659.0,291.04919,47.783058,0.897,0.941,0.894,114.7,dKr7.0,14.715,12.196,12.119,0.04,418,-27,,m,0,Gaia,WISEA,2M
0.000036,292.07935,47.7283211,10535592,14.017," 1-17",3942,63,71,4.716,0.022,0.026,0.57,0.02,0.032,16.76,1.49,1424.4,49.0,,,,,,0,M17,Simbad,292.07935,47.72832,292.07935,47.72832111,D,J192819.04+474341.9,292.07935,47.728321,0.806,0.896,0.84,182.8,dKs7.5,13.909,11.127,10.912,0.02,169,-3,,m,0,Gaia,WISEA,2M
0.028472,293.06049,47.7283289,10537965,15.702," 1-17",4217,113,138,4.665,0.059,0.027,0.565,0.063,0.051,20.78,1.54,697.5,31.2,,,,,,0,M17,Simbad,293.06049,47.72833,293.0605,47.72833306,D,J193214.52+474341.9,293.0605,47.728333,0.864,0.926,0.939,8.4,dKr7.0,,,,,,-39,,u,0,Gaia,WISEA,2M
0.000144,293.38135,47.7676319,10538735,14.5," 1-17",4237,113,139,4.63,0.056,0.02,0.62,0.061,0.055,30.84,2.43,2066.5,51.9,,,0,0,,0,M17,Simbad,293.38135,47.76763,293.38135,47.76763194,D,J193331.52+474603.4,293.38135,47.767632,0.867,0.927,0.893,192.9,dKs7.0,14.416,11.729,11.702,0.02,262,-54,,m,0,Gaia,WISEA,2M
0.000036,284.37366,40.1025311,4991026,15.878," 1-16",3608,65,72,4.835,0.044,0.04,0.444,0.036,0.049,29.18,2.61,1082.3,43.9,,,0,0,,0,M17,Simbad,284.37366,40.10253,284.37366,40.10253111,G,J185729.67+400609.1,284.37366,40.102531,0.814,0.929,0.647,27.3,gM1.0,15.761,12.569,12.454,0.04,286,-98,-2.5,n,0,Gaia,WISEA,2M
0.000036,284.60638,40.1248511,4991533,15.886," 1-16",3894,121,148,4.794,0.088,0.072,0.481,0.063,0.077,17.72,1.48,766.9,40.8,,,0,0,,0,M17,Simbad,284.60638,40.12485,284.60638,40.12485111,D,J185825.53+400729.4,284.60638,40.124851,0.874,0.932,0.904,133.4,dKs7.0,15.73,12.958,12.906,0.03,369,14,,m,0,Gaia,WISEA,2M
0.000036,297.80283,47.7435111,10552016,15.859," 4-17",3848,86,86,4.723,0.036,0.024,0.534,0.033,0.033,15.97,1.27,1823.2,78.7,,,0,0,,0,M17,Simbad,297.80283,47.74351,297.80283,47.74351111,D,J195112.67+474436.6,297.80283,47.743511,0.763,0.882,0.791,47.1,dMs0.0,15.756,12.75,12.679,0.03,358,8,,m,0,Gaia,WISEA,2M
0.000036,298.45044,47.7417111,10554222,15.877," 1-17",3537,47,52,4.947,0.04,0.049,0.344,0.04,0.048,28.58,3.44,679.8,32.5,,,0,0,,0,M17,Simbad,298.45044,47.74171,298.45044,47.74171111,D,J195348.10+474430.1,298.45044,47.741711,0.668,0.83,0.69,55.4,dMs0.5,15.804,12.621,12.386,0.03,292,-22,,m,0,Gaia,WISEA,2M
0.000144,289.27325,40.1231119,5002836,13.713," 1-17",2661,0,0,5.283,0.0,0.0,0.094,0.0,0.0,23.56,2.41,364.3,364.3,,,,,,0,M17,Simbad,289.27325,40.12311,289.27325,40.12311194,D,J191705.58+400723.2,289.27325,40.123112,0.535,0.761,0.571,281.6,dMs2.5,,,,,,-1,,u,0,Gaia,WISEA,2M
0.000144,299.3205,47.7840119,10557342,15.417," 1- 3",3301,42,36,5.018,0.044,0.04,0.222,0.044,0.027,35.92,2.8,1192.1,51.3,,,0,0,,0,M17,Simbad,299.3205,47.78401,299.3205,47.78401194,D,J195716.92+474702.4,299.3205,47.784012,0.543,0.765,0.536,96.5,dMs2.5,15.364,11.832,11.544,0.01,111,-12,,m,0,Gaia,WISEA,2M
0.047744,293.06091,40.1747889,5015405,13.399," 1-17",4056,127,155,4.648,0.06,0.02,0.604,0.057,0.063,31.06,2.32,2137.2,58.2,,,0,0,,0,M17,Simbad,293.06091,40.17479,293.06092,40.17477806,D,J193214.62+401029.2,293.06092,40.174778,0.84,0.927,0.813,67.1,dKr7.5,13.384,10.433,10.326,0.01,116,-38,,m,0,Gaia,WISEA,2M
0.125256,283.72263,47.8523519,10583089,13.349," 0-17",4264,150,165,4.606,0.049,0.018,0.687,0.042,0.057,12.44,0.82,3314.2,123.9,,,,,,0,M17,Simbad,283.72263,47.85235,283.72258,47.85236111,D,J185453.41+475108.4,283.72258,47.852361,0.849,0.908,0.872,326.9,dKs7.0,12.65,9.907,9.823,0.03,113,-4,,m,0,Gaia,WISEA,2M
0.000036,284.2757,47.8246311,10584063,15.651," 2-17",3323,45,40,4.995,0.045,0.045,0.24,0.048,0.032,1.58,0.11,4655.6,516.2,,,,,,2,M17,Simbad,284.2757,47.82463,284.2757,47.82463111,D,J185706.16+474928.6,284.2757,47.824631,0.54,0.746,0.581,108.8,dMs2.5,15.559,12.047,11.771,0.04,257,4,,m,0,Gaia,WISEA,2M
0.000036,285.65506,47.8262789,10586642,16.283," 7- 7",3554,71,80,4.91,0.066,0.06,0.384,0.058,0.077,28.19,3.6,120.5,40.9,,,0,0,,0,M17,Simbad,285.65506,47.82628,285.65506,47.82627889,D,J190237.21+474934.6,285.65506,47.826279,0.647,0.83,0.68,75.3,dMs1.0,16.194,12.964,12.837,0.03,341,-29,,m,0,Gaia,WISEA,2M
0.000144,285.87601,47.8311881,10587070,15.143," 1-17",3460,44,44,4.917,0.046,0.032,0.338,0.041,0.041,20.92,1.64,2762.2,95.2,,,0,0,,0,M17,Simbad,285.87601,47.83119,285.87601,47.83118806,D,J190330.24+474952.2,285.87601,47.831188,0.599,0.807,0.64,101.7,dMs1.5,15.098,11.753,11.574,0.01,155,-9,,m,0,Gaia,WISEA,2M
0.045292,295.98755,40.1136211,5027715,13.966," 1-17",3829,120,147,4.678,0.068,0.023,0.587,0.04,0.069,41.55,3.07,1371.1,35.2,,,0,0,,0,M17,Simbad,295.98755,40.11362,295.98754,40.11361111,D,J194357.01+400648.9,295.98754,40.113611,0.626,0.819,0.647,43.9,dMs1.5,13.886,10.572,10.361,0.02,117,-15,,m,1,Gaia,WISEA,2M
0.000036,283.92859,40.2934911,5078498,15.343," 1-16",4491,132,145,4.62,0.021,0.039,0.781,0.023,0.06,41.84,4.26,862.9,27.1,,,1,0,,0,M17,Simbad,283.92859,40.29349,283.92859,40.29349111,D,J185542.86+401736.5,283.92859,40.293491,0.885,0.936,0.875,123.8,dKr7.0,15.091,12.68,12.629,0.09,571,17,,m,0,Gaia,WISEA,2M
0.000036,285.01309,40.2207489,5080636,14.404," 1-16",3706,73,92,4.747,0.033,0.033,0.555,0.027,0.044,34.22,2.8,2953.6,82.0,,,0,0,0,0,M17,Simbad,285.01309,40.22075,285.01309,40.22074889,D,J190003.14+401314.6,285.01309,40.220749,0.62,0.817,0.638,186.4,dMr1.0,14.336,11.047,10.908,0.03,134,-29,,m,0,Gaia,WISEA,2M
0.025956,290.81421,47.8869511,10597460,13.75," 1-17",4194,131,146,4.615,0.052,0.017,0.655,0.045,0.055,39.04,2.87,1448.8,32.2,,,0,0,,0,M17,Simbad,290.81421,47.88695,290.81421,47.88694389,D,J192315.40+475312.9,290.81421,47.886944,0.821,0.909,0.837,126.6,dKr7.5,13.714,10.894,10.817,0.01,145,31,,m,0,Gaia,WISEA,2M
0.000000,286.11652,40.20047,5082913,15.818," 1-17",4306,150,165,4.601,0.053,0.018,0.684,0.047,0.057,25.05,1.97,744.8,35.2,,,0,0,,0,M17,Simbad,286.11652,40.20047,286.11652,40.20047,D,J190427.96+401201.6,286.11652,40.20047,0.85,0.925,0.86,134.1,dKs7.0,15.652,12.985,12.877,0.07,516,-8,,m,0,Gaia,WISEA,2M
0.000144,291.12827,47.8022731,10598166,13.38," 0-17",3490,109,121,4.853,0.123,0.066,0.409,0.068,0.127,45.47,5.31,1224.1,25.2,,,,,,0,M17,Simbad,291.12827,47.80227,291.12827,47.80227306,D,J192430.78+474808.1,291.12827,47.802273,0.595,0.813,0.587,178.1,dMr1.5,14.36,10.741,10.562,0.02,207,-61,,m,0,Gaia,WISEA,2M
0.000036,293.1076,47.8546911,10603046,15.129," 1-17",3823,84,84,4.73,0.036,0.021,0.526,0.03,0.03,27.04,2.08,1296.7,38.7,,,0,0,,0,M17,Simbad,293.1076,47.85469,293.1076,47.85469111,D,J193225.82+475116.8,293.1076,47.854691,0.75,0.872,0.791,84.3,dMs0.0,15.07,12.148,11.98,0.03,298,-21,,m,0,Gaia,WISEA,2M
0.030095,293.22513,47.8793111,10603357,15.766," 1-17",4174,113,138,4.676,0.063,0.027,0.554,0.063,0.051,16.88,1.34,2489.9,91.1,,,0,0,,0,M17,Simbad,293.22513,47.87931,293.22512,47.87930611,D,J193254.03+475245.5,293.22512,47.879306,0.802,0.963,0.917,7.4,dKp7.0,15.619,13.04,13.039,0.04,479,2,,m,0,Gaia,WISEA,2M
0.054945,290.15131,40.2598611,5093851,12.116," 0-17",4071,81,81,4.684,0.042,0.015,0.549,0.034,0.027,15.0,1.43,821.8,29.0,,,,,,0,M17,Simbad,290.15131,40.25986,290.15129,40.25986111,D,J192036.31+401535.4,290.15129,40.259861,0.866,0.928,0.885,161.7,dKs7.0,,,,,,4,,u,0,Gaia,WISEA,2M
0.035471,296.42432,47.8114511,10612424,13.389," 1-17",3539,42,47,4.878,0.031,0.031,0.393,0.033,0.037,35.93,2.94,997.1,26.8,,,0,0,,0,M17,Simbad,296.42432,47.81145,296.42433,47.81144389,D,J194541.83+474841.1,296.42433,47.811444,0.615,0.815,0.668,159.7,dMp1.5,13.388,10.14,9.906,0.01,65,2,,m,1,Gaia,WISEA,2M
0.000036,297.26923,47.8409311,10615211,14.123," 1-17",3705,129,142,4.683,0.072,0.022,0.57,0.042,0.068,44.85,3.27,3658.2,86.6,,,0,0,,0,M17,Simbad,297.26923,47.84093,297.26923,47.84093111,D,J194904.61+475027.3,297.26923,47.840931,0.567,0.791,0.572,272.7,dMr2.0,14.125,10.57,10.355,0.0,89,-53,,m,0,Gaia,WISEA,2M
0.000000,297.8577,47.81081,10617289,15.691," 2-17",4213,135,150,4.669,0.024,0.044,0.682,0.036,0.067,25.4,2.69,1002.2,42.6,,,0,0,,0,M17,Simbad,297.8577,47.81081,297.8577,47.81081,D,J195125.84+474838.9,297.8577,47.81081,0.83,0.915,0.829,87.0,dKr7.5,15.589,12.805,12.768,0.04,489,9,,m,0,Gaia,WISEA,2M
0.575525,298.19794,47.8283619,10618510,13.119," 0-17",3894,122,150,4.678,0.07,0.025,0.577,0.052,0.071,32.38,2.81,1821.8,51.1,,,,,,0,M17,Simbad,298.19794,47.82836,298.19785,47.82821389,D,J195247.48+474941.5,298.19785,47.828214,0.679,0.849,0.732,173.5,dMs0.5,,,,,,-36,,u,0,Gaia,WISEA,2M
0.000036,298.32968,47.8982511,10618962,15.506," 1-17",3701,74,81,4.795,0.054,0.031,0.46,0.038,0.042,16.19,1.22,3181.3,129.5,,,0,0,,0,M17,Simbad,298.32968,47.89825,298.32968,47.89825111,D,J195319.12+475353.7,298.32968,47.898251,0.719,0.868,0.723,54.0,dMs0.5,15.432,12.395,12.296,0.03,298,-9,,m,0,Gaia,WISEA,2M
