angDist,_RAJ2000,_DEJ2000,KIC,Kpmag,Q,Teff,E_Teff,e_Teff,logg,E_logg,e_logg,Mass,E_Mass,e_Mass,Prot,E_Prot,Sph,E_Sph,Fl1,DMK,Fl2,Fl3,Fl4,Fl5,M17,Simbad,_RA,_DE,_RAJ2000,_DEJ2000,OT,Name,RAJ2000,DEJ2000,CaH2,CaH3,TiO5,SNR,SpT,Gmag,Ksmag,W2mag,E(B-V),Dist,RVel,[M/H],Cl,MCat,Gaia,WISEA,2M
0.711044,297.06747,41.1374211,5895919,14.435," 1-17",3713,44,50,4.798,0.035,0.028,0.469,0.026,0.031,18.47,1.27,587.7,22.9,,,,,,0,M17,Simbad,297.06747,41.13742,297.06721,41.13744694,D,J194816.12+410814.8,297.06721,41.137447,0.779,0.892,0.816,20.7,dMs0.0,,,,,,3,,u,1,Gaia,WISEA,2M
0.000036,285.32281,49.2585111,11391702,15.481," 1-17",3900,77,85,4.727,0.044,0.04,0.555,0.046,0.052,17.23,1.53,473.2,27.5,,,0,0,,0,M17,Simbad,285.32281,49.25851,285.32281,49.25851111,D,J190117.47+491530.6,285.32281,49.258511,0.793,0.902,0.848,115.8,dKp7.5,15.363,12.519,12.463,0.03,323,-42,,m,0,Gaia,WISEA,2M
0.000036,283.64719,41.2643389,5939661,15.421," 1-16",3712,66,74,4.806,0.055,0.044,0.471,0.038,0.057,25.94,2.11,1457.5,52.3,,,0,0,,0,M17,Simbad,283.64719,41.26434,283.64719,41.26433889,D,J185435.32+411551.6,283.64719,41.264339,0.721,0.842,0.757,17.4,dMs0.0,15.336,12.294,12.126,0.02,213,14,,m,0,Gaia,WISEA,2M
0.000036,287.53925,49.2385289,11395102,16.76," 9- 9",3587,57,57,4.974,0.041,0.054,0.327,0.043,0.052,32.15,3.57,2225.8,162.0,,,0,0,,0,M17,Simbad,287.53925,49.23853,287.53925,49.23852889,D,J191009.42+491418.7,287.53925,49.238529,0.728,0.86,0.748,58.8,dMs0.0,16.622,13.546,13.534,0.03,541,-13,,m,0,Gaia,WISEA,2M
0.053299,287.60352,49.2045211,11395206,13.578," 0-17",3838,120,147,4.69,0.07,0.025,0.568,0.05,0.068,0.61,0.04,7632.5,1284.6,1,,0,0,,2,M17,Simbad,287.60352,49.20452,287.6035,49.20452806,D,J191024.84+491216.3,287.6035,49.204528,0.636,0.796,0.672,147.7,dMs1.0,13.614,10.262,10.085,0.01,111,-7,,m,0,Gaia,WISEA,2M
0.000144,292.27213,49.2771681,11403688,14.816," 1-17",3678,73,81,4.848,0.055,0.049,0.433,0.042,0.063,18.6,1.69,1689.7,56.8,,,,,,0,M17,Simbad,292.27213,49.27717,292.27213,49.27716806,D,J192905.31+491637.8,292.27213,49.277168,0.695,0.851,0.748,147.1,dMp0.5,15.167,11.723,11.624,0.04,3709,-8,,m,0,Gaia,WISEA,2M
0.000144,288.6636,41.2242581,5950533,14.261," 1-17",3817,120,147,4.681,0.068,0.023,0.584,0.039,0.073,20.35,1.49,2867.2,85.9,,,0,0,,0,M17,Simbad,288.6636,41.22426,288.6636,41.22425806,D,J191439.26+411327.3,288.6636,41.224258,0.608,0.806,0.623,189.8,dMs1.5,14.197,10.887,10.74,0.02,122,-27,,m,0,Gaia,WISEA,2M
0.090510,289.50253,41.2397611,5953138,15.015," 1-17",3499,41,47,4.894,0.036,0.03,0.369,0.038,0.041,36.68,2.79,1125.2,29.2,,,0,0,,0,M17,Simbad,289.50253,41.23976,289.5025,41.23975,D,J191800.60+411423.1,289.5025,41.23975,0.61,0.798,0.615,28.6,dMr1.0,14.969,11.664,11.46,0.02,152,-43,,m,1,Gaia,WISEA,2M
0.040648,295.45999,49.2166481,11410401,13.511," 1-17",3804,107,133,4.862,0.114,0.076,0.413,0.058,0.108,14.49,1.17,1486.0,53.7,,,,,,0,M17,Simbad,295.45999,49.21665,295.46,49.21663889,D,J194150.40+491259.9,295.46,49.216639,0.785,0.892,0.854,103.6,dKp7.5,,,,,,13,,u,1,Gaia,WISEA,2M
0.045047,290.71359,41.22126,5956957,14.963," 1-17",3876,85,93,4.717,0.036,0.021,0.543,0.03,0.033,14.69,1.06,3185.5,114.6,,,0,0,,0,M17,Simbad,290.71359,41.22126,290.71358,41.22125,D,J192251.25+411316.5,290.71358,41.22125,0.762,0.882,0.818,36.4,dKp7.5,14.879,12.006,11.889,0.02,256,-18,,m,1,Gaia,WISEA,2M
0.000036,297.49634,49.2474289,11415793,14.82," 1-17",3900,46,50,4.727,0.017,0.022,0.555,0.02,0.025,31.93,2.36,2246.6,56.0,,,0,0,,0,M17,Simbad,297.49634,49.24743,297.49634,49.24742889,D,J194959.12+491450.7,297.49634,49.247429,0.775,0.885,0.809,132.8,dKp7.5,14.681,11.778,11.753,0.04,239,-49,,m,0,Gaia,WISEA,2M
0.000036,297.73981,49.2809911,11416385,15.616," 2-17",3962,63,70,4.699,0.033,0.015,0.546,0.026,0.022,24.03,1.84,1955.4,61.2,,,0,0,,0,M17,Simbad,297.73981,49.28099,297.73981,49.28099111,D,J195057.55+491651.5,297.73981,49.280991,0.827,0.908,0.862,80.4,dKs7.0,15.439,12.659,12.653,0.05,379,-22,,m,0,Gaia,WISEA,2M
0.060267,293.84753,41.2925681,5966921,14.499," 1-17",3983,140,140,4.649,0.056,0.02,0.615,0.046,0.062,5.09,0.35,28267.5,1613.6,,,0,0,,2,M17,Simbad,293.84753,41.29257,293.84754,41.29258306,D,J193523.41+411733.2,293.84754,41.292583,0.684,0.824,0.698,30.8,dMs0.5,14.427,11.18,11.042,0.03,216,-5,,m,1,Gaia,WISEA,2M
0.000036,285.2179,49.3081889,11443974,16.44," 9- 9",3521,70,84,4.928,0.065,0.065,0.358,0.061,0.075,37.45,5.26,2682.9,172.5,,,0,0,,0,M17,Simbad,285.2179,49.30819,285.2179,49.30818889,D,J190052.29+491829.4,285.2179,49.308189,0.628,0.837,0.639,64.1,dMr1.0,16.354,13.161,12.981,0.02,366,-89,,m,0,Gaia,WISEA,2M
0.000036,285.79584,49.3806689,11444914,14.205," 1-17",3973,79,79,4.689,0.03,0.017,0.568,0.028,0.026,14.7,1.56,1097.3,45.2,,,1,0,,0,M17,Simbad,285.79584,49.38067,285.79584,49.38066889,D,J190311.00+492250.4,285.79584,49.380669,0.805,0.904,0.851,229.0,dKs7.5,14.135,11.258,11.141,0.02,331,10,,m,0,Gaia,WISEA,2M
0.000000,286.53662,49.36628,11446073,15.629," 1-17",3932,62,78,4.745,0.028,0.038,0.548,0.031,0.043,1.03,0.07,24220.3,3114.9,1,,0,0,,1,M17,Simbad,286.53662,49.36628,286.53662,49.36628,D,J190608.78+492158.6,286.53662,49.36628,0.797,0.88,0.781,108.8,dKr7.5,15.526,12.6,12.483,0.02,432,30,,m,0,Gaia,WISEA,2M
0.027965,297.1167,41.2654189,5980410,15.159," 1-17",4228,113,126,4.641,0.049,0.021,0.609,0.061,0.055,12.88,0.92,1067.9,48.1,,,1,0,,0,M17,Simbad,297.1167,41.26542,297.11671,41.26541694,D,J194828.00+411555.5,297.11671,41.265417,0.9,0.953,0.945,13.9,dKr7.0,14.992,12.4,12.254,0.06,485,-2,,m,0,Gaia,WISEA,2M
0.743323,287.01349,49.3376311,11446732,14.332," 1-17",3435,44,44,4.941,0.05,0.036,0.316,0.045,0.041,44.85,3.94,3215.5,73.2,,,,,,0,M17,Simbad,287.01349,49.33763,287.01318,49.33767389,D,J190803.16+492015.6,287.01318,49.337674,0.591,0.803,0.616,116.3,dMs1.5,14.264,10.896,10.655,0.01,133,-52,,m,0,Gaia,WISEA,2M
0.059081,287.39877,49.3808711,11447326,13.836," 1-17",4229,127,127,4.654,0.056,0.024,0.58,0.063,0.052,41.55,6.15,820.2,21.8,,,0,0,,0,M17,Simbad,287.39877,49.38087,287.39875,49.38086111,D,J190935.70+492251.0,287.39875,49.380861,0.902,0.947,0.906,174.0,dKr7.0,13.742,11.09,11.095,0.02,190,-20,,m,0,Gaia,WISEA,2M
0.007956,290.87421,49.3896411,11453448,12.893," 1-17",4082,131,145,4.669,0.068,0.027,0.569,0.059,0.059,23.54,1.97,1258.3,43.2,,,0,0,,0,M17,Simbad,290.87421,49.38964,290.87421,49.38963889,D,J192329.80+492322.7,290.87421,49.389639,0.78,0.888,0.825,331.8,dKs7.5,12.81,9.921,9.87,0.01,144,-5,,m,0,Gaia,WISEA,2M
0.000144,292.61163,49.3031081,11456603,15.792," 4-17",3238,35,19,5.161,0.058,0.071,0.145,0.037,0.019,14.09,1.08,83.5,18.0,,,0,0,,0,M17,Simbad,292.61163,49.30311,292.61163,49.30310806,D,J193026.79+491811.1,292.61163,49.303108,0.531,0.762,0.539,104.0,dMs2.5,15.678,12.102,11.72,0.01,157,-3,,m,0,Gaia,WISEA,2M
0.000036,293.11075,49.3562011,11457546,15.48," 1-17",3471,41,41,4.944,0.044,0.036,0.317,0.037,0.041,33.99,3.1,1119.8,32.3,,,0,0,,0,M17,Simbad,293.11075,49.3562,293.11075,49.35620111,D,J193226.58+492122.3,293.11075,49.356201,0.623,0.823,0.668,105.4,dMs1.0,15.383,12.155,11.922,0.01,183,,,m,0,Gaia,WISEA,2M
0.000036,295.28854,49.3797911,11462341,14.275," 1-17",4132,83,91,4.682,0.025,0.022,0.593,0.032,0.032,15.64,1.26,1214.5,44.6,,,,,1,0,M17,Simbad,295.28854,49.37979,295.28854,49.37979111,D,J194109.24+492247.2,295.28854,49.379791,0.899,0.94,0.916,233.6,dKr7.0,14.209,11.571,11.524,0.02,304,-2,,m,0,Gaia,WISEA,2M
0.000036,296.06955,49.3442311,11464263,13.685," 1-17",4243,129,129,4.612,0.052,0.017,0.655,0.052,0.052,31.49,2.71,1078.4,27.4,,,,,,0,M17,Simbad,296.06955,49.34423,296.06955,49.34423111,D,J194416.69+492039.2,296.06955,49.344231,0.82,0.904,0.849,186.9,dKp7.0,13.612,10.83,10.75,0.01,168,-55,,m,0,Gaia,WISEA,2M
0.000000,283.5473,49.47234,11493497,15.409," 1-17",3439,56,51,4.901,0.049,0.036,0.351,0.048,0.048,46.43,4.92,1705.9,44.5,,,0,0,,0,M17,Simbad,283.5473,49.47234,283.5473,49.47234,D,J185411.35+492820.4,283.5473,49.47234,0.562,0.812,0.556,43.5,dMr2.0,15.337,11.971,11.802,0.02,185,-55,,m,0,Gaia,WISEA,2M
0.000036,285.07797,49.4862711,11495571,13.218," 0-17",3315,43,39,5.004,0.044,0.04,0.233,0.043,0.029,13.52,0.99,8142.1,315.7,,,,,,0,M17,Simbad,285.07797,49.48627,285.07797,49.48627111,D,J190018.71+492910.5,285.07797,49.486271,0.528,0.743,0.551,69.6,dMs2.5,13.237,9.604,9.35,0.0,68,-1,,m,0,Gaia,WISEA,2M
0.238264,287.59436,49.4312289,11499548,15.238," 1-17",3635,58,72,4.849,0.04,0.04,0.434,0.032,0.048,17.0,1.21,613.5,32.3,,,0,0,,0,M17,Simbad,287.59436,49.43123,287.59443,49.43127694,D,J191022.66+492552.5,287.59443,49.431277,0.654,0.822,0.711,121.2,dMs0.5,15.187,12.075,11.882,0.02,224,-5,,m,0,Gaia,WISEA,2M
0.000000,289.03232,49.47961,11502075,14.238," 1-17",3917,117,141,4.781,0.083,0.06,0.488,0.06,0.067,11.85,0.81,1800.6,72.9,,,0,0,,0,M17,Simbad,289.03232,49.47961,289.03232,49.47961,D,J191607.75+492846.5,289.03232,49.47961,0.863,0.924,0.905,231.9,dKs7.0,14.147,11.473,11.447,0.02,216,-11,,m,0,Gaia,WISEA,2M
0.000036,291.42087,49.4455489,11506456,15.132," 1-17",4258,128,128,4.635,0.052,0.02,0.61,0.062,0.05,37.71,5.2,655.0,19.4,,,0,0,,0,M17,Simbad,291.42087,49.44555,291.42087,49.44554889,D,J192541.00+492643.9,291.42087,49.445549,0.869,0.925,0.876,78.0,dKs7.0,15.065,12.351,12.359,0.01,346,-7,,m,0,Gaia,WISEA,2M
0.000000,291.73645,49.40379,11507133,15.746," 1-17",4244,115,140,4.673,0.065,0.025,0.553,0.056,0.046,19.93,1.66,964.1,39.9,,,0,0,,0,M17,Simbad,291.73645,49.40379,291.73645,49.40379,D,J192656.74+492413.6,291.73645,49.40379,0.853,0.92,0.864,51.0,dKs7.0,15.635,12.99,12.878,0.03,512,-3,,m,0,Gaia,WISEA,2M
0.000144,294.23587,49.4088519,11512270,15.433," 1-17",3534,47,52,4.92,0.04,0.044,0.368,0.036,0.049,11.77,0.78,2463.2,104.5,,,0,0,,0,M17,Simbad,294.23587,49.40885,294.23587,49.40885194,D,J193656.60+492431.8,294.23587,49.408852,0.654,0.828,0.701,88.5,dMs0.5,15.317,12.157,12.041,0.03,237,-12,,m,0,Gaia,WISEA,2M
0.000000,282.22049,41.47493,6099785,13.227," 0-16",3510,45,45,4.92,0.036,0.036,0.348,0.038,0.041,40.7,3.13,2843.7,68.1,,,,,,0,M17,Simbad,282.22049,41.47493,282.22049,41.47493,D,J184852.91+412829.7,282.22049,41.47493,0.602,0.804,0.635,84.1,dMp1.5,13.179,9.918,9.686,0.0,70,-10,,m,0,Gaia,WISEA,2M
0.051280,295.27344,49.4878389,11514607,13.885," 1-17",4073,121,121,4.645,0.053,0.021,0.607,0.051,0.061,37.97,3.44,1302.4,29.8,,,0,0,,0,M17,Simbad,295.27344,49.48784,295.27346,49.48783306,D,J194105.62+492916.1,295.27346,49.487833,0.795,0.893,0.831,81.7,dKr7.5,13.949,11.01,10.906,0.01,185,-53,,m,0,Gaia,WISEA,2M
0.000036,295.30225,49.4187011,11514682,15.692," 2-17",5053,429,429,4.543,0.09,0.11,0.717,0.134,0.072,38.24,2.97,362.7,16.0,,,0,0,,0,M17,Simbad,295.30225,49.4187,295.30225,49.41870111,D,J194112.54+492507.3,295.30225,49.418701,0.773,0.886,0.839,95.4,dKp7.5,15.97,12.981,12.87,0.03,273,4,,m,0,Gaia,WISEA,2M
0.548031,297.86111,49.4146611,11521274,14.449," 1-17",3482,45,45,4.904,0.035,0.031,0.358,0.038,0.041,18.6,1.31,1932.4,62.7,,,0,0,,0,M17,Simbad,297.86111,49.41466,297.86115,49.41451111,D,J195126.67+492452.2,297.86115,49.414511,0.582,0.788,0.624,50.9,dMs1.5,14.367,11.078,10.771,0.03,167,-21,,m,0,Gaia,WISEA,2M
0.000036,285.2139,41.4499589,6105994,15.942," 1-16",3517,42,47,4.888,0.033,0.033,0.381,0.035,0.039,44.85,4.41,1918.5,54.9,,,0,0,,0,M17,Simbad,285.2139,41.44996,285.2139,41.44995889,D,J190051.33+412659.8,285.2139,41.449959,0.636,0.836,0.64,96.7,dMr1.0,15.855,12.585,12.429,0.02,262,-80,,m,0,Gaia,WISEA,2M
0.000036,284.48343,49.5996211,11547197,16.545," 9- 9",3893,86,86,4.689,0.039,0.015,0.561,0.032,0.029,28.78,2.49,2473.4,165.5,,,0,0,,0,M17,Simbad,284.48343,49.59962,284.48343,49.59962111,D,J185756.02+493558.6,284.48343,49.599621,0.78,0.9,0.844,56.9,dKp7.5,16.526,13.565,13.523,0.03,471,19,,m,0,Gaia,WISEA,2M
0.000036,284.81738,49.5324289,11547632,15.032," 1-17",4162,124,137,4.65,0.052,0.024,0.592,0.065,0.053,15.64,1.44,1285.6,55.1,,,0,0,,0,M17,Simbad,284.81738,49.53243,284.81738,49.53242889,D,J185916.17+493156.7,284.81738,49.532429,0.878,0.936,0.904,126.3,dKs7.0,14.974,12.338,12.266,0.02,303,15,,m,0,Gaia,WISEA,2M
0.000144,285.87592,41.4088519,6107421,15.907," 1-16",3671,65,73,4.805,0.042,0.035,0.474,0.03,0.045,37.97,3.76,1326.1,43.8,,,0,0,,2,M17,Simbad,285.87592,41.40885,285.87592,41.40885194,D,J190330.22+412431.8,285.87592,41.408852,0.683,0.855,0.694,83.8,dMr0.5,15.808,12.691,12.543,0.03,303,-79,,m,0,Gaia,WISEA,2M
0.000144,285.04156,49.5097619,11547920,14.395," 1-17",3928,62,70,4.737,0.023,0.028,0.546,0.022,0.03,22.11,2.07,1017.0,39.6,,,0,0,,0,M17,Simbad,285.04156,49.50976,285.04156,49.50976194,D,J190009.97+493035.1,285.04156,49.509762,0.819,0.906,0.859,204.2,dKp7.0,14.334,11.507,11.46,0.01,203,-16,,m,0,Gaia,WISEA,2M
0.000036,286.88272,41.4239389,6109614,15.744," 1-17",4270,128,128,4.626,0.049,0.021,0.626,0.063,0.051,39.04,6.86,606.8,21.2,,,,,,0,M17,Simbad,286.88272,41.42394,286.88272,41.42393889,D,J190731.85+412526.1,286.88272,41.423939,0.829,0.903,0.85,113.5,dKs7.0,15.716,12.899,12.882,0.03,254,-18,,m,0,Gaia,WISEA,2M
0.000036,288.85648,49.5093689,11553806,14.678," 1-17",3448,44,41,4.924,0.048,0.032,0.327,0.041,0.041,24.03,1.68,2412.8,68.4,,,0,0,,0,M17,Simbad,288.85648,49.50937,288.85648,49.50936889,D,J191525.55+493033.7,288.85648,49.509369,0.591,0.803,0.62,211.3,dMs1.5,14.63,11.295,11.113,0.01,131,-21,,m,0,Gaia,WISEA,2M
0.000000,289.38242,49.51442,11554731,13.827," 1-17",4193,124,137,4.644,0.056,0.02,0.598,0.059,0.053,16.76,1.38,1730.8,58.2,,,0,0,,0,M17,Simbad,289.38242,49.51442,289.38242,49.51442,D,J191731.78+493051.9,289.38242,49.51442,0.845,0.907,0.854,107.0,dKs7.0,13.783,11.05,11.005,0.02,217,-12,,m,0,Gaia,WISEA,2M
0.000000,289.89923,49.58984,11555805,14.955," 3-16",3954,78,94,4.738,0.032,0.039,0.555,0.035,0.047,4.88,0.34,32403.4,1967.4,,,0,0,,2,M17,Simbad,289.89923,49.58984,289.89923,49.58984,D,J191935.81+493523.4,289.89923,49.58984,0.819,0.893,0.854,163.9,dKr7.5,14.972,12.123,12.057,0.02,276,-6,,m,0,Gaia,WISEA,2M
0.000144,291.63998,49.5943981,11558721,15.364," 1-17",3291,44,34,5.023,0.045,0.041,0.217,0.041,0.027,61.69,4.9,2360.4,43.7,,,0,0,,0,M17,Simbad,291.63998,49.5944,291.63998,49.59439806,D,J192633.59+493539.8,291.63998,49.594398,0.553,0.79,0.542,62.4,dMr2.5,15.27,11.77,11.506,0.01,173,-39,,m,0,Gaia,WISEA,2M
0.000000,291.81949,49.57616,11559032,15.289," 1-17",3977,65,65,4.697,0.022,0.018,0.572,0.023,0.026,31.71,2.55,3389.6,84.0,,,0,0,,0,M17,Simbad,291.81949,49.57616,291.81949,49.57616,D,J192716.67+493434.1,291.81949,49.57616,0.807,0.902,0.848,137.6,dKs7.5,15.22,12.395,12.378,0.02,337,13,,m,0,Gaia,WISEA,2M
0.978233,292.28564,41.4969289,6125019,14.418," 1-17",3746,74,74,4.775,0.048,0.028,0.48,0.034,0.038,15.85,1.1,536.8,23.0,,,,,,0,M17,Simbad,292.28564,41.49693,292.28536,41.49675611,D,J192908.48+412948.3,292.28536,41.496756,0.754,0.875,0.786,84.2,dMs0.0,14.366,11.348,11.212,0.02,153,3,,m,0,Gaia,WISEA,2M
0.000000,294.44299,49.53051,11564319,15.296," 1-17",3696,92,92,4.777,0.054,0.036,0.479,0.039,0.044,25.58,2.23,1635.6,49.2,,,0,0,,0,M17,Simbad,294.44299,49.53051,294.44299,49.53051,D,J193746.31+493149.8,294.44299,49.53051,0.675,0.842,0.697,80.2,dMs0.5,15.214,12.15,12.086,0.03,270,-9,,m,0,Gaia,WISEA,2M
0.000144,286.60358,49.6532519,11601794,15.31," 1-17",3624,58,65,4.848,0.044,0.036,0.425,0.036,0.044,18.99,1.5,3208.4,109.6,,,0,0,,0,M17,Simbad,286.60358,49.65325,286.60358,49.65325194,D,J190624.85+493911.7,286.60358,49.653252,0.648,0.823,0.69,128.6,dMs1.0,15.264,12.139,11.949,0.02,211,-8,,m,0,Gaia,WISEA,2M
0.046644,286.92615,49.6218611,11602234,12.786," 0-17",4112,112,124,4.654,0.056,0.024,0.589,0.06,0.054,43.62,6.72,951.8,22.4,,,0,0,,0,M17,Simbad,286.92615,49.62186,286.92613,49.62186111,D,J190742.27+493718.6,286.92613,49.621861,0.807,0.916,0.826,181.4,dKs7.5,12.724,9.922,9.896,0.01,111,6,,m,0,Gaia,WISEA,2M
0.000036,288.77084,49.6527211,11605179,16.035," 9- 9",3537,63,56,4.897,0.044,0.036,0.37,0.04,0.049,39.86,4.07,2549.1,154.9,,,0,0,,2,M17,Simbad,288.77084,49.65272,288.77084,49.65272111,D,J191505.00+493909.7,288.77084,49.652721,0.644,0.835,0.684,84.7,dMs1.0,16.035,12.784,12.52,0.02,289,-48,,m,0,Gaia,WISEA,2M
0.000036,289.72546,49.6958811,11606920,15.187," 1-17",4232,126,126,4.629,0.052,0.021,0.622,0.06,0.054,16.3,1.17,1932.3,70.3,,,,,,0,M17,Simbad,289.72546,49.69588,289.72546,49.69588111,D,J191854.11+494145.1,289.72546,49.695881,0.844,0.914,0.874,108.1,dKs7.0,15.103,12.418,12.409,0.04,422,-22,,m,0,Gaia,WISEA,2M
0.000144,291.97055,49.6411781,11610915,16.734," 5- 5",3952,142,142,4.712,0.045,0.04,0.59,0.043,0.068,21.07,1.52,1372.0,1372.0,,,0,0,,0,M17,Simbad,291.97055,49.64118,291.97055,49.64117806,D,J192752.93+493828.2,291.97055,49.641178,0.771,0.887,0.821,49.6,dKs7.5,16.617,13.798,13.669,0.02,779,-5,,m,0,Gaia,WISEA,2M
0.000036,292.75562,49.6789511,11612409,14.061," 1-17",3662,58,65,4.82,0.042,0.032,0.444,0.032,0.035,17.71,1.13,1981.9,64.7,,,0,0,,0,M17,Simbad,292.75562,49.67895,292.75562,49.67895111,D,J193101.34+494044.2,292.75562,49.678951,0.671,0.838,0.712,278.4,dMs0.5,13.994,10.876,10.757,0.02,171,-9,,m,0,Gaia,WISEA,2M
0.105886,294.28204,49.6070139,11615539,13.488," 0-17",3766,120,147,4.749,0.097,0.045,0.53,0.053,0.098,45.79,5.19,610.8,13.6,,,,,,0,M17,Simbad,294.28204,49.60701,294.282,49.607,D,J193707.68+493625.2,294.282,49.607,0.706,0.871,0.725,117.3,dMr0.5,13.32,10.281,10.086,0.01,118,-68,,m,0,Gaia,WISEA,2M
0.004176,297.34525,49.6209181,11623265,13.778," 1-17",4143,111,136,4.669,0.063,0.027,0.564,0.062,0.057,28.98,2.33,4513.1,110.2,,,0,0,,0,M17,Simbad,297.34525,49.62092,297.34525,49.62091694,D,J194922.86+493715.3,297.34525,49.620917,0.825,0.909,0.895,91.2,dKs7.0,13.67,11.006,10.988,0.03,188,-20,,m,0,Gaia,WISEA,2M
0.358299,286.54175,49.72731,11653019,15.664," 2- 3",3315,59,46,5.004,0.055,0.05,0.233,0.057,0.038,42.72,3.02,2160.6,94.7,,,0,0,,0,M17,Simbad,286.54175,49.72731,286.54179,49.72740611,D,J190610.03+494338.6,286.54179,49.727406,0.549,0.784,0.546,108.2,dMr2.5,15.596,12.038,11.792,0.02,164,-24,,m,0,Gaia,WISEA,2M
0.000036,286.73395,49.7089311,11653259,15.735," 1-17",3544,42,47,4.984,0.032,0.056,0.32,0.036,0.044,29.79,2.3,1910.1,63.2,,,0,0,,0,M17,Simbad,286.73395,49.70893,286.73395,49.70893111,D,J190656.14+494232.1,286.73395,49.708931,0.663,0.835,0.712,126.6,dMp1.0,15.635,12.541,12.338,0.02,229,-1,,m,0,Gaia,WISEA,2M
0.000144,288.46411,49.7050781,11655859,15.132," 1-17",3740,60,60,4.755,0.039,0.021,0.496,0.027,0.027,40.7,3.51,2448.2,54.6,,,0,0,,0,M17,Simbad,288.46411,49.70508,288.46411,49.70507806,D,J191351.38+494218.2,288.46411,49.705078,0.69,0.854,0.699,65.2,dMr0.5,15.047,11.946,11.869,0.02,266,-114,,m,0,Gaia,WISEA,2M
0.058874,288.75235,49.7118989,11656398,13.594," 0-17",3900,62,70,4.727,0.022,0.027,0.555,0.023,0.031,33.29,2.27,2215.6,51.7,,,0,0,,0,M17,Simbad,288.75235,49.7119,288.75233,49.71188889,D,J191500.55+494242.8,288.75233,49.711889,0.781,0.893,0.824,180.5,dKp7.5,13.525,10.613,10.481,0.01,112,-15,,m,0,Gaia,WISEA,2M
0.000144,289.23077,49.7746319,11657256,15.473," 1-17",3348,55,45,4.972,0.045,0.05,0.263,0.055,0.037,47.08,3.21,5163.0,102.7,,,,,,0,M17,Simbad,289.23077,49.77463,289.23077,49.77463194,D,J191655.38+494628.6,289.23077,49.774632,0.553,0.789,0.54,122.4,dMr2.5,15.53,11.828,11.553,0.01,184,-29,,m,0,Gaia,WISEA,2M
0.022176,296.97833,41.5917281,6224062,14.454," 1-17",3707,50,55,4.794,0.039,0.024,0.464,0.029,0.029,8.5,0.6,5784.6,261.7,,,0,0,,0,M17,Simbad,296.97833,41.59173,296.97833,41.59172194,D,J194754.79+413530.1,296.97833,41.591722,0.705,0.867,0.779,28.1,dMp0.5,14.363,11.348,11.195,0.03,152,-7,,m,1,Gaia,WISEA,2M
0.000036,292.63928,49.7883111,11663245,16.721," 9- 9",4374,154,154,4.661,0.025,0.049,0.701,0.043,0.07,22.42,1.91,2082.5,153.1,,,0,0,,2,M17,Simbad,292.63928,49.78831,292.63928,49.78831111,D,J193033.42+494717.9,292.63928,49.788311,0.872,0.929,0.875,36.3,dKr7.0,16.578,14.018,14.019,0.05,716,-23,,m,0,Gaia,WISEA,2M
0.000144,295.62799,49.7095719,11669367,14.041," 6- 9",3566,113,125,4.868,0.12,0.08,0.394,0.079,0.118,40.42,3.79,1278.4,36.9,,,0,0,,0,M17,Simbad,295.62799,49.70957,295.62799,49.70957194,D,J194230.71+494234.4,295.62799,49.709572,0.661,0.835,0.694,310.8,dMs1.0,13.314,10.141,10.0,0.01,88,-61,,m,0,Gaia,WISEA,2M
0.025341,296.70416,49.7389411,11672056,13.585," 0-17",3820,120,147,4.682,0.07,0.025,0.582,0.045,0.067,35.43,2.49,4231.2,93.4,,,0,0,,0,M17,Simbad,296.70416,49.73894,296.70417,49.73894389,D,J194649.00+494420.1,296.70417,49.738944,0.578,0.794,0.616,142.3,dMs1.5,13.535,10.192,10.046,0.01,88,-13,,m,0,Gaia,WISEA,2M
0.000000,297.81277,49.75116,11674867,13.645," 1-17",3474,46,46,4.927,0.044,0.04,0.35,0.036,0.045,41.84,3.09,3453.8,70.6,,,0,0,,0,M17,Simbad,297.81277,49.75116,297.81277,49.75116,D,J195115.06+494504.1,297.81277,49.75116,0.619,0.82,0.621,63.0,dMr1.0,13.575,10.305,10.08,0.01,82,-75,,m,0,Gaia,WISEA,2M
0.000000,285.94119,49.86842,11702635,16.201," 9- 9",3938,70,86,4.789,0.06,0.054,0.496,0.049,0.055,20.78,1.61,479.5,54.9,,,,,,0,M17,Simbad,285.94119,49.86842,285.94119,49.86842,D,J190345.88+495206.3,285.94119,49.86842,0.876,0.926,0.893,72.9,dKr7.0,16.065,13.384,13.417,0.05,1081,15,,m,0,Gaia,WISEA,2M
0.000036,284.88501,41.6015011,6267461,14.913," 1-16",3892,93,93,4.708,0.038,0.02,0.546,0.03,0.03,14.69,1.01,1910.4,78.8,,,0,0,,0,M17,Simbad,284.88501,41.6015,284.88501,41.60150111,D,J185932.40+413605.4,284.88501,41.601501,0.787,0.895,0.82,94.0,dKs7.5,14.804,11.953,11.864,0.04,334,3,,m,0,Gaia,WISEA,2M
0.000036,290.46014,49.8330311,11710354,15.289," 1-17",3665,65,80,4.831,0.055,0.049,0.45,0.043,0.058,37.71,3.12,2067.6,49.5,,,0,0,,0,M17,Simbad,290.46014,49.83303,290.46014,49.83303111,D,J192150.43+494958.9,290.46014,49.833031,0.683,0.855,0.721,178.5,dMs0.5,15.238,12.13,12.051,0.02,268,10,,m,0,Gaia,WISEA,2M
